id	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
C664	2.41424093249153e-93	0.364962167592401	0.952	0.287	2.73147219102092e-89
C932	2.05101879440187e-90	0.274875075751822	0.976	0.339	2.32052266398628e-86
C1499	2.31872639500356e-89	0.323038810367072	0.957	0.304	2.62340704330703e-85
C2047	2.76173965588326e-89	0.294163281495506	0.952	0.314	3.12463224666633e-85
C2242	3.01244370559955e-89	0.289341242761513	0.918	0.276	3.40827880851533e-85
C337	1.70985280712819e-88	0.378930595942356	0.971	0.373	1.93452746598484e-84
C1407	2.68129665386469e-87	0.315641232940059	0.913	0.289	3.03361903418251e-83
C515	2.81537374834039e-87	0.374731677579925	0.962	0.33	3.18531385887232e-83
C919	4.1858357798862e-87	0.341343637897644	0.918	0.256	4.73585460136324e-83
C1919	6.51775752947931e-87	0.356837216328336	0.923	0.294	7.37419086885289e-83
C1180	7.86120041826105e-87	0.580283675677036	0.938	0.307	8.89416215322055e-83
C1518	1.7823714837111e-86	0.31249117710497	0.909	0.27	2.01657509667074e-82
C1868	6.96903740152229e-86	0.325348164111787	0.995	0.431	7.88476891608231e-82
C1456	8.36326437999324e-85	0.545986176186817	0.971	0.353	9.46219731952435e-81
C859	9.40827512574422e-85	0.297188497974775	0.938	0.307	1.0644522477267e-80
C876	1.28455479854971e-84	0.285081940033809	0.889	0.246	1.45334529907914e-80
C622	3.83387195037731e-84	0.257960217617416	0.918	0.299	4.33764272465689e-80
C299	6.07080611556614e-84	0.262560396747343	0.976	0.392	6.86851003915153e-80
C672	6.5122603986211e-84	0.323199045004679	0.918	0.271	7.36797141499992e-80
C703	7.12829974219564e-84	0.394914397313245	0.938	0.324	8.06495832832015e-80
C2303	9.59963855742241e-84	0.283779721933989	0.865	0.233	1.08610310638677e-79
C751	1.71207221649096e-83	0.272939110971346	0.947	0.336	1.93703850573787e-79
C2032	2.35947792661311e-83	0.263114915615945	0.913	0.294	2.66951332617007e-79
C1956	4.63240379741828e-83	0.346718774960956	0.962	0.35	5.24110165639904e-79
C558	7.42211020793862e-83	0.338365239515311	0.856	0.236	8.39737548926175e-79
C1835	9.51082368688238e-83	0.283966597190118	0.788	0.175	1.07605459193387e-78
C1766	1.23925105992293e-82	0.49534413164777	0.923	0.291	1.4020886491968e-78
C1065	1.40918780393862e-82	0.386004424429186	0.947	0.322	1.59435508137615e-78
C1996	1.495409121865e-82	0.342614132920984	0.846	0.219	1.69190588047806e-78
C1800	1.6451729150292e-82	0.458355191280089	0.933	0.301	1.86134863606403e-78
C1246	2.58683769711122e-82	0.356015751992896	0.856	0.217	2.92674817051164e-78
C60	2.83255975950526e-82	0.254294746666745	0.899	0.27	3.20475811190425e-78
C1211	5.69206989467836e-82	0.402845133240008	0.947	0.347	6.4400078788391e-78
C246	1.45093303794122e-81	0.38456990695605	0.962	0.369	1.64158563912669e-77
C1317	1.45477183472256e-81	0.325039974655626	0.837	0.217	1.6459288538051e-77
C1132	1.70558295317304e-81	0.285664479495612	0.904	0.277	1.92969655321998e-77
C1408	1.81406672534414e-81	0.50897817817163	0.788	0.185	2.05243509305435e-77
C349	5.45129802038939e-81	0.322664370502666	0.87	0.242	6.16759858026855e-77
C369	6.36517354990501e-81	0.263828394831457	0.928	0.323	7.20155735436253e-77
C974	7.22339937079681e-81	0.348683856549131	0.875	0.242	8.17255404811951e-77
C1458	1.26805908100537e-80	0.437477904850309	0.885	0.258	1.43468204424948e-76
C1507	1.31532316941591e-80	0.339720370283318	0.909	0.289	1.48815663387717e-76
C2038	2.10179655353662e-80	0.376965522949039	0.918	0.284	2.37797262067133e-76
C1297	2.94355769539279e-80	0.273897041235899	0.856	0.228	3.3303411765674e-76
C879	5.79385523221155e-80	0.263468567128317	0.899	0.277	6.55516780972415e-76
C492	3.93277111645577e-79	0.355558347065241	0.942	0.34	4.44953724115806e-75
C1485	7.44818067339384e-79	0.314853471081199	0.923	0.306	8.42687161387779e-75
C204	1.99911000300885e-78	0.279378058183732	0.88	0.261	2.26179305740421e-74
C328	4.35514457199882e-78	0.273192307310201	0.923	0.339	4.92741056875947e-74
C987	4.41971937147637e-78	0.332261720188681	0.808	0.206	5.00047049688836e-74
C828	8.69367567831214e-78	0.312011482615622	0.683	0.14	9.83602466244235e-74
C642	9.00906663090774e-78	0.314658600511111	0.851	0.242	1.0192857986209e-73
C947	1.21885117306353e-77	0.301211854519376	0.817	0.208	1.37900821720408e-73
C2107	1.29424733491165e-77	0.322687790736265	0.832	0.218	1.46431143471904e-73
C1713	1.73690204171075e-77	0.390438222326626	0.885	0.276	1.96513096999155e-73
C222	1.8795597404385e-77	0.270160982263653	0.817	0.206	2.12653389033212e-73
