gene	cluster
Frat2	7
Galk1	0
Tmem86b	7
Tnfrsf23	2
AW011738	1
Hspd1	0
Jcad	3
Tslp	1
Rorc	7
Ifi211	0
Manf	6
Tmem120a	1
Adarb1	3
Lipa	0
Pdgfc	1
Nt5dc2	1
Fcgr4	0
Pycr2	1
Adamtsl5	9
Gm15987	1
Gpx1	6
Syne1	2
Phf11d	1
Polr2l	0
Cyb561a3	1
Gpr4	3
Acsl4	0
Osgin2	1
Pgam1	6
Mras	10
Filip1	3
Ushbp1	3
Dusp1	6
Tfrc	1
Snx9	0
Tln2	10
Pip5k1b	7
Zfp36l1	6
Ada	1
Filip1l	0
Batf	1
Acaa2	0
Ap2a2	6
Dnajc9	8
Ogt	0
Gcnt1	1
Trim35	0
Blvrb	0
Ctdspl	10
Hist1h2be	8
Chd7	0
Gpc1	2
Rdh12	7
Cobll1	10
Batf2	1
Cpne8	3
Aprt	6
Gm43260	7
Agpat2	1
Pnp2	7
Lair1	0
Ak2	0
Ell2	0
Bcl2l11	0
Cd180	1
Ptpn7	1
Tspan15	9
Slc2a3	5
Phyh	0
Pgk1	6
Psat1	1
Noa1	1
Akap7	0
Trim30b	1
Map3k20	2
Sfxn1	0
Add3	0
Stat1	0
Aplp1	10
Tmem263	2
Sdad1	0
Nme7	1
Cisd3	1
Ptp4a3	1
Gstp1	1
Cd244a	1
B930036N10Rik	1
Chst2	3
Ifi30	6
Trim47	1
Bmpr2	0
Samd5	7
Pxdc1	1
Clec4a2	0
Nectin3	3
Ankrd33b	7
Atp6v0a1	0
Tspan4	0
Rem1	2
Kctd12b	3
Map1lc3a	0
Smim5	7
Mtch2	0
Tmem37	0
Cox6b2	10
Krtcap3	10
Chek1	8
Rab34	2
Lama5	3
Ifi214	1
Lilrb4a	0
Angpt1	7
Dhrs11	7
Rragd	2
S100a11	6
Stxbp6	10
Dnmt1	8
Abcc1	1
Phkg1	7
Sinhcaf	1
Gm42418	6
Nrp1	0
Tst	10
Ddr1	2
Hoxb3os	7
Adgrl2	2
Snai1	3
Peli1	0
Ripk2	1
Fos	6
Rab6b	10
Sos1	1
Bhlhe41	2
Rab3a	3
Gtpbp4	0
Pim2	5
Crtap	2
P2ry13	1
Nrip1	0
Sgms2	7
Sorbs3	3
Pir	3
Rnf19b	0
Lrp6	0
Secisbp2l	0
Gm43813	7
Cyfip2	5
Ap1b1	0
Fam162a	0
Lsr	10
Ccno	7
Klra2	1
Dbp	2
Gm21188	0
Il4ra	6
Pik3ap1	0
Arhgap42	2
Cc2d2a	10
Gbp8	1
Tril	3
Arrdc4	0
Malat1	6
Snx6	6
Arsi	2
Runx1	0
Slc39a4	7
Ifi209	0
Rtp4	0
Gm9530	7
Mthfd2	1
Gm2a	6
Gimap8	5
Snhg15	1
Ddx3y	0
Cttn	2
Slc39a14	0
Kctd14	7
Ctsc	6
Tmem255b	3
Ifi204	0
Brca1	8
Rasgrp2	1
Tbrg1	0
5930430L01Rik	7
Pim1	6
Fh1	0
St8sia1	7
Tpi1	6
Fam102a	5
Fyn	0
Hs3st3b1	1
Dact1	2
Rtl8b	1
Cdk2ap2	0
March7	0
Tenm4	2
Eml1	3
Pde4b	0
Ptprs	1
Pfkfb3	0
Skint3	7
Smox	0
Maff	1
Adamts9	3
Ppp2r3a	2
Tma16	0
Kcnn4	1
Gab1	1
Pkp4	3
Rnf149	0
Dctpp1	0
Enpp1	1
Per2	7
Camkk2	1
Fxyd5	6
Pde1a	2
Fam114a1	2
E230032D23Rik	1
Fam107b	5
P4hb	6
Nenf	0
Afap1l2	2
Igf2r	2
Pcdh1	3
Plxnd1	3
Spats2l	2
Slc6a13	7
Cip2a	8
Kcnj10	9
Ap2m1	6
Ung	7
B3gnt7	1
Pde4d	1
Dbf4	8
Lifr	0
Mirt1	1
