id	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
C1683	1.54492338184932e-128	1.37249715066905	0.744	0.175	1.74792631422433e-124
C8291	1.82154897602159e-115	1.4212279913674	0.676	0.156	2.06090051147083e-111
C1966	1.01467080266445e-99	0.903689035214528	0.634	0.148	1.14799854613456e-95
C1833	2.1980140701862e-94	1.14458110334718	0.655	0.171	2.48683311900867e-90
C160	7.55028194164534e-93	0.886581102087325	0.655	0.168	8.54238898877754e-89
C3968	1.43808899961248e-89	0.705523619330094	0.828	0.292	1.62705389416156e-85
C11065	1.05794692313688e-88	1.03881509104029	0.731	0.219	1.19696114883706e-84
C712	1.88191961564848e-88	0.977781592911229	0.744	0.233	2.1292038531447e-84
C7640	1.51163395973062e-87	1.16240931016312	0.538	0.123	1.71026266203923e-83
C2323	1.58464403870452e-87	0.790375248027724	0.681	0.189	1.79286626539029e-83
C10927	2.56707634783424e-87	0.860354915989352	0.769	0.241	2.90439017993965e-83
C1481	3.91941941782987e-87	0.881825277080147	0.66	0.184	4.43443112933272e-83
C877	4.06927622706583e-87	0.777871479314392	0.592	0.146	4.60397912330228e-83
C836	2.31816936189421e-86	0.963608547007085	0.655	0.185	2.6227768160471e-82
C1012	3.0050820693031e-84	0.929208935310613	0.887	0.369	3.39994985320952e-80
C8155	3.1153259899959e-81	0.959627318845384	0.475	0.1	3.52467982508136e-77
C7964	1.25076083172398e-80	1.00929361424539	0.63	0.176	1.41511080501251e-76
C1087	1.98378850141216e-80	0.674246062874431	0.752	0.255	2.24445831049772e-76
C4816	2.66452523214804e-80	0.616634637060129	0.819	0.305	3.01464384765229e-76
C7133	4.02595205168638e-80	0.876991788724907	0.567	0.143	4.55496215127797e-76
C8189	6.51654451226948e-79	1.07187880407852	0.525	0.127	7.3728184611817e-75
C6929	4.99948969579299e-78	1.12257026459311	0.475	0.106	5.65642264182019e-74
C8169	3.27127704488362e-77	0.914110121231236	0.655	0.198	3.70112284858133e-73
C7802	6.43635143508838e-77	0.862235819742426	0.492	0.11	7.28208801365899e-73
C11239	7.14586056733e-77	1.06651842576931	0.689	0.224	8.08482664587717e-73
C6954	9.46627934376739e-77	1.03230659942822	0.508	0.12	1.07101484495384e-72
C3105	2.80834146111129e-76	0.864698109266642	0.655	0.197	3.17735752910131e-72
C6606	4.59655841692708e-76	0.825837311197048	0.584	0.156	5.2005461929113e-72
C7010	4.06322468184412e-75	0.639958425264672	0.643	0.19	4.59713240503843e-71
C7886	3.67183254578415e-74	0.854494263789329	0.471	0.105	4.15431134230019e-70
C7490	3.985256595465e-74	0.645104704957937	0.609	0.168	4.5089193121091e-70
C771	4.18394758164398e-74	1.06283749221564	0.618	0.185	4.733718293872e-70
C4746	1.07069642997829e-73	0.71625035009667	0.739	0.259	1.21138594087743e-69
C538	2.05662327295986e-73	0.732018709388742	0.668	0.209	2.32686357102678e-69
C7018	6.61947207186426e-73	1.20010633089778	0.441	0.096	7.48927070210722e-69
C6617	9.57762621834446e-73	0.825406328317647	0.609	0.177	1.08361263034349e-68
C1635	1.08335741954852e-72	0.845020106491235	0.584	0.161	1.2257105844772e-68
C8307	1.0905571268781e-72	0.702279827263429	0.647	0.195	1.23385633334988e-68
C2488	1.55342740813301e-71	0.556782466969308	0.815	0.317	1.75754776956168e-67
C7559	1.61644180815404e-71	0.936537430780266	0.563	0.152	1.82884226174549e-67
C6557	1.82772689509881e-71	0.865593919293944	0.492	0.117	2.06789020911479e-67
C6559	3.61662356429351e-71	0.863650679794376	0.559	0.151	4.09184790064168e-67
C291	1.15578246058751e-70	0.653540586895889	0.66	0.207	1.30765227590871e-66
C10794	2.08833739628977e-70	0.795794756721046	0.571	0.155	2.36274493016225e-66
C2009	2.14207663257109e-70	0.66266341384767	0.605	0.173	2.42354550209093e-66
C1980	2.17435553606998e-70	0.409197017835512	0.756	0.269	2.46006585350957e-66
C7873	5.08791825113337e-70	0.614778014412611	0.639	0.188	5.7564707093323e-66
C6664	4.87965589704619e-69	0.704309712142106	0.668	0.22	5.52084268191806e-65
C8128	5.49597638129324e-69	0.793425794351683	0.529	0.139	6.21814767779517e-65
C2218	9.682398986235e-69	0.693824282082123	0.538	0.143	1.09546662130263e-64
C7694	7.66636588856782e-68	0.942608055198424	0.5	0.128	8.67372636632564e-64
C6933	1.37436805539611e-67	0.755507300492267	0.487	0.118	1.55496001787516e-63
C8358	6.87806171932782e-67	0.699405405639358	0.727	0.26	7.7818390292475e-63
C6226	9.88031182986141e-67	0.569013027861625	0.727	0.267	1.11785848043052e-62
C7608	1.92320717627779e-66	0.885350996830361	0.471	0.113	2.1759165992407e-62
C1788	2.82316866150022e-66	0.732309863612934	0.508	0.13	3.19413302362135e-62
C96	3.12762058728698e-66	0.643269385237781	0.727	0.263	3.53858993245649e-62
C6229	4.09557249377402e-66	0.468119952470065	0.534	0.141	4.63373071945592e-62
C9931	9.3582348191498e-66	0.741330504446211	0.475	0.117	1.05879068743861e-61
C1239	1.11743290565208e-65	0.733703634805148	0.676	0.227	1.26426358945476e-61
C6520	1.29953865177764e-65	0.535186253649223	0.601	0.182	1.47029803062122e-61
C10896	1.53255734791276e-65	0.52029097068226	0.672	0.223	1.7339353834285e-61
C8288	1.80072235771679e-65	0.80573516857901	0.441	0.101	2.03733727552078e-61
C7067	2.32357594553305e-65	1.11754599585095	0.429	0.099	2.6288938247761e-61
C8285	3.48709211626141e-65	0.850536458350287	0.466	0.113	3.94529602033816e-61
C7583	6.15644990863435e-65	0.769131282059919	0.538	0.151	6.96540742662891e-61
C9614	8.9283256183587e-65	0.717032263135283	0.5	0.129	1.0101507604611e-60
C1745	1.09110935971167e-64	0.50715197311503	0.597	0.18	1.23448112957779e-60
C6976	1.75622854821985e-64	0.93609641349099	0.479	0.122	1.98699697945594e-60
C7670	3.78311927671951e-64	0.783292880608945	0.525	0.143	4.28022114968046e-60
C710	4.62716251205638e-64	0.91088088359804	0.55	0.157	5.23517166614058e-60
C6629	4.92368854744002e-64	0.936811657027625	0.462	0.113	5.57066122257363e-60
C7537	6.42606341877959e-64	0.644476166794968	0.55	0.158	7.27044815200723e-60
C2295	1.04405027015429e-63	1.03640029058197	0.458	0.114	1.18123847565256e-59
C1691	1.85484593244429e-63	0.522038159819936	0.689	0.234	2.09857268796747e-59
C481	3.57282601562973e-63	0.845621616127224	0.643	0.216	4.04229535408348e-59
C804	2.73850051831253e-62	0.70412124138398	0.613	0.194	3.09833948641879e-58
