genes	geneCluster
Ncapg	9
Cit	9
Cenpm	9
Mcm3	9
Ccdc34	9
Melk	9
Mis18bp1	9
Cdca2	9
Plk4	9
Ncapd2	9
Bub1	9
Shcbp1	9
Ezh2	9
Kifc1	9
Ncapg2	9
Dnajc9	9
Hist1h2be	9
Dnmt1	9
Dctpp1	9
Cip2a	9
Dbf4	9
Lgals7	10
Atp1b1	10
Dmkn	10
Igfbp3	10
Gm20186	10
Cacnb3	10
Prr15	10
Epcam	10
Fmo2	10
Igfbp5	10
Serpinb6b	10
Serpinb1a	10
Hpgd	10
Gsta4	10
Spint2	10
Pdlim3	10
Tm4sf5	10
Aldh1a2	10
F830016B08Rik	10
Rspo1	10
Il18r1	10
Npnt	10
Aldh1a1	10
Adgrd1	10
Slc39a8	10
Mapk13	10
Bcam	10
Gstt1	10
Flrt2	10
Cfb	10
Tkfc	10
Rab27b	10
Cmah	10
Rtn1	10
Cd55	10
Sema5a	10
Sbsn	10
Ano1	10
Ackr3	10
Phgdh	10
Espn	10
Plxna4	10
Myo1d	10
Rian	10
Nrxn2	10
Wnt4	10
Smpd3	10
Nnmt	10
Rdh10	10
Tcea3	10
Nbl1	10
Ptprf	10
4932438H23Rik	10
Abcb1b	10
Foxf1	10
Fzd2	10
Dpp4	10
Smim1	10
Stard10	10
Stk26	10
Rhou	10
Klhl23	10
Kiz	10
Abi3bp	10
Hoxa5	10
Slc16a1	10
Efna5	10
Irak1bp1	10
Avpi1	10
Cdon	10
Tob1	10
Lrba	10
Syne2	10
Cers4	10
Ptpn13	10
Rpap3	10
Spock2	10
Runx1t1	10
Il18	10
Ar	10
Zfp503	10
Entpd5	10
Lrrc1	10
Perp	10
Fcor	10
Met	10
Bicd1	10
Alad	10
Selenoi	10
Nectin2	10
Il17re	10
Ncoa4	10
Neo1	10
Tmem132a	10
Mpp6	10
Ppfibp2	10
Dcbld2	10
Rorc	10
Mras	10
Tln2	10
Ctdspl	10
Cobll1	10
Aplp1	10
Gstp1	10
Cox6b2	10
Krtcap3	10
Tst	10
Rab6b	10
Lsr	10
Cc2d2a	10
Slc39a4	10
Gzma	11
Ccl5	11
Gzmb	11
Nkg7	11
Tnfrsf4	11
Cd8a	11
Trbc1	11
Cd3g	11
Car2	11
Ms4a4b	11
Cd7	11
Trbc2	11
Cd3d	11
Cd3e	11
Nrgn	11
Gata3	11
Trdc	11
Prf1	11
Cd69	11
Dapk2	11
Trgv2	11
Cxcr6	11
Klrd1	11
Trac	11
Tnfrsf9	11
Hsd11b1	11
Il2rb	11
Egr3	11
Ccr9	11
Il2ra	11
Dusp2	11
Ltb	11
Ptprcap	11
Ctsw	11
Tnfrsf18	11
Gm45716	11
Klrg1	11
Klrb1b	11
Txk	11
Gimap4	11
Thy1	11
Styk1	11
Gimap3	11
Icos	11
Cd2	11
Gimap7	11
Klrk1	11
Hopx	11
Lat	11
Pglyrp1	11
Klrb1f	11
Cd160	11
Prkcq	11
Gm19585	11
Mgst2	11
Bcl2	11
Sh2d2a	11
Skap1	11
Lag3	11
Satb1	11
Itk	11
Sept1	11
Klk8	11
Gimap6	11
Itgal	11
Bcl11b	11
Tcrg-C2	11
Sytl2	11
Cd28	11
Inpp4b	11
Cd226	11
Gpr171	11
P2ry10	11
Klrb1a	11
Tespa1	11
Spn	11
Clnk	11
Pdcd4	11
Gm8369	11
Tcf7	11
Lck	11
Ikzf3	11
Nt5e	11
Ly75	11
Gimap1	11
Stat4	11
Cst7	11
Zap70	11
Ptpn22	11
Gm15472	11
Gimap5	11
Gimap9	11
Hcst	11
Cd247	11
Fasl	11
Gimap1os	11
Gstp3	11
Runx2	11
Gm5547	11
Pkp3	11
Pglyrp2	11
Cd27	11
Pim2	11
Cyfip2	11
Gimap8	11
Fam102a	11
