gene	cluster
Nup160	0
Fnbp4	4
Rpl30-ps3	5
Agbl2	7
Mtch2	1
C1qtnf4	9
Ndufs3	1
Kbtbd4	0
Ptpmt1	1
Celf1	1
Rapsn	3
Psmc3	6
Slc39a13	0
Spi1	6
Madd	4
Nr1h3	0
Acp2	1
Ddb2	3
A330069E16Rik	3
Pacsin3	9
Arfgap2	4
1110051M20Rik	0
Lrp4	9
Ckap5	1
Zfp408	3
Arhgap1	4
Atg13	0
Harbi1	3
Ambra1	0
Mdk	8
Dgkz	1
Creb3l1	11
Phf21a	4
Gm13786	2
Gm13785	2
Pex16	0
1700029I15Rik	5
Mapk8ip1	8
Cry2	0
Slc35c1	0
Chst1	10
Syt13	9
Prdm11	0
Trp53i11	8
Tspan18	7
Cd82	1
Ext2	1
Accs	3
Gm13889	7
Alkbh3	0
Hsd17b12	1
Ttc17	0
2810002D19Rik	3
Api5	1
Lrrc4c	12
Gm10800	2
B230118H07Rik	0
Traf6	0
Prr5l	4
Commd9	0
Ldlrad3	0
Gm13921	10
Trim44	1
Gm13868	3
Fjx1	9
Pamr1	11
Slc1a2	5
Cd44	6
Pdhx	0
Apip	4
Ehf	17
Cat	15
Abtb2	0
Nat10	0
Caprin1	6
Gm13875	5
Lmo2	1
Fbxo3	4
Cd59b	2
Cd59a	12
Hipk3	1
Cstf3	4
Tcp11l1	0
Depdc7	0
Qser1	0
Prrg4	12
Ccdc73	3
Eif3m	6
Wt1os	11
Gm27538	14
Wt1	11
Rcn1	8
Elp4	0
Immp1l	4
Dnajc24	4
Mpped2	8
Arl14ep	0
Gm13910	5
Mettl15	3
Kif18a	16
Lin7c	1
Lgr4	0
Ccdc34	4
Bbox1	14
Fibin	8
Lpcat4	3
Nop10	6
Slc12a6	15
Emc4	1
Katnbl1	0
Emc7	1
Aven	0
Fmn1	3
Grem1	0
Scg5	0
Arhgap11a	16
Gm21596	3
Aqr	1
Zfp770	0
Dph6	4
BC052040	3
Meis2	8
2700033N17Rik	9
G630016G05Rik	9
D330050G23Rik	2
Gm29340	3
Spred1	1
Fam98b	4
Rasgrp1	13
Gm13986	2
Thbs1	6
Gpr176	2
Eif2ak4	0
Srp14	6
Bmf	0
Bub1b	16
Pak6	14
Plcb2	0
Inafm2	0
Ccdc9b	12
Phgr1	7
Knstrn	16
Gm14091	5
Ivd	0
Bahd1	0
Chst14	0
Ccdc32	0
Rpusd2	2
Knl1	16
Rad51	16
Rmdn3	4
Gchfr	10
Dnajc17	0
Gm14138	5
Zfyve19	0
Ppp1r14d	7
Spint1	5
Rhov	5
Vps18	15
Gm14207	10
Dll4	10
Chac1	5
Ino80	4
Exd1	7
Chp1	1
1700020I14Rik	1
Oip5	16
Nusap1	16
Ndufaf1	0
Rtf1	1
Itpka	2
Rpap1	0
Tyro3	12
Mga	1
Mapkbp1	3
Jmjd7	3
Ehd4	6
Vps39	0
Tmem87a	4
Ganc	0
Zfp106	1
Gm26899	5
Snap23	1
Lrrc57	0
Haus2	0
Stard9	15
Cdan1	3
Ttbk2	0
Ubr1	4
Tmem62	3
Ccndbp1	4
Lcmt2	3
Adal	3
Zscan29	0
Tubgcp4	0
Trp53bp1	0
Map1a	8
Ppip5k1	0
Ckmt1	11
Catsper2	2
Pdia3	6
Serf2	6
Hypk	1
Mfap1b	4
Mfap1a	4
Wdr76	0
Frmd5	12
Casc4	8
Ctdspl2	4
Eif3j1	1
Spg11	0
B2m	19
Rps12-ps10	5
Sord	0
Duox2	10
Shf	3
Slc28a2	4
Gm14085	2
Gatm	6
Spata5l1	5
AA467197	6
Slc30a4	4
Bloc1s6os	5
Bloc1s6	4
Sqor	4
Sema6d	15
Slc24a5	0
Myef2	4
Dut	16
Fbn1	8
Gm9913	2
Cep152	3
Shc4	12
Eid1	1
Secisbp2l	1
Cops2	1
Galk2	4
Fgf7	2
Dtwd1	0
Atp8b4	4
Slc27a2	5
Hdc	4
Gabpb1	0
Gm27003	5
Usp8	1
Usp50	3
Trpm7	1
Sppl2a	6
Ap4e1	0
Blvra	1
Ncaph	16
Itpripl1	15
1810024B03Rik	3
Snrnp200	1
Ciao1	0
Tmem127	4
Gm10766	7
Stard7	4
Dusp2	13
Adra2b	8
Fahd2a	0
Kcnip3	5
Zfp661	14
Mrps5	1
Mal	12
Mall	10
Nphp1	9
Mtln	1
Bub1	16
Acoxl	5
Bcl2l11	6
Gm14005	3
Gm14010	5
Anapc1	1
Mertk	15
Tmem87b	4
Fbln7	12
Zc3h8	3
Gm10762	3
Zc3h6	0
Ttl	0
Polr1b	3
Chchd5	0
Gm14029	13
Gm4430.1	2
Slc20a1	15
Ckap2l	16
Gm14023	5
Il1a	4
Gm14039	2
Il1b	6
Il1bos	5
Sirpa	6
Stk35	0
Snrpb	6
Nop56	4
Idh3b	1
Ebf4	9
Gm14044	3
Cpxm1	9
Pced1a	3
Vps16	0
Ptpra	1
9530056E24Rik	0
Mrps26	4
Ubox5	3
Fastkd5	3
Lzts3	2
Ddrgk1	1
Itpa	4
Slc4a11	3
4930402H24Rik	8
Gm14057	2
A730017L22Rik	3
Atrn	0
Gm14049	2
Gfra4	7
Adam33	15
Siglec1	15
Hspa12b	10
1700037H04Rik	0
Spef1	3
Cenpb	1
Cdc25b	16
Ap5s1	0
Mavs	0
Pank2	4
Rnf24	0
Snrpert	5
Smox	4
Prnp	8
Rassf2	1
Slc23a2	0
Tmem230	4
Pcna	1
AV099323	2
Cds2	8
Gpcpd1	1
Shld1	0
Trmt6	4
Mcm8	5
Crls1	0
Lrrn4	11
Gm14094	3
Bmp2	15
Tmx4	1
Plcb1	8
Plcb4	10
Mkks	0
Slx4ip	0
Jag1	0
Btbd3	8
Ism1	9
Tasp1	0
Esf1	1
Ndufaf5	0
Macrod2	3
Flrt3	4
Kif16b	0
Snrpb2	1
Gm11645	2
Bfsp1	5
Gm11686	5
Dstn	6
Rrbp1	6
Snx5	6
Gm11688	3
Mgme1	0
Ovol2	5
Kat14	0
Dzank1	9
Polr3f	0
Rbbp9	0
Sec23b	1
Smim26	0
Dtd1	0
Slc24a3	8
Rin2	1
Naa20	1
Crnkl1	4
Ralgapa2	0
Kiz	11
Xrn2	6
Thbd	8
Cd93	15
Nxt1	0
Gzf1	0
Napb	3
Cst3	6
Syndig1	7
Zfp120	0
Zfp937	3
Gm21994	2
3300002I08Rik	7
Gm10130	5
Zfp442	0
Gm14121	5
Cst7	13
Apmap	0
Acss1	0
E130215H24Rik	2
Entpd6	0
Pygb	4
Abhd12	15
Gins1	3
Ninl	11
Nanp	0
Gm14150	5
Nsfl1c	1
Gm14167	5
Fkbp1a	6
Sdcbp2	13
Snph	9
Psmf1	0
Angpt4	14
Gm14154	5
Fam110a	0
Slc52a3	3
Srxn1	0
Tcf15	10
Rps15a-ps7	3
Csnk2a1	6
Tbc1d20	1
Rbck1	1
Trib3	10
Gm14165	5
Sox12	9
Zcchc3	9
6820408C15Rik	17
Defb25	7
Rem1	8
H13	1
Mcts2	3
Id1	10
Cox4i2	9
Bcl2l1	1
Tpx2	16
Foxs1	2
Pdrg1	4
Ccm2l	10
Hck	6
Tm9sf4	1
Tspyl3	3
Plagl2	4
Pofut1	0
Kif3b	4
2500004C02Rik	3
Asxl1	4
Nol4l	0
Commd7	1
Dnmt3b	3
Mapre1	6
Cdk5rap1	3
Snta1	3
Cbfa2t2	0
Necab3	14
1700003F12Rik	2
E2f1	0
Pxmp4	0
Zfp341	2
Chmp4b	6
Raly	6
a	5
Eif2s2	6
Ahcy	3
Itch	1
Gm14227	2
Dynlrb1	6
Map1lc3a	8
Pigu	0
Trp53inp2	0
Ncoa6	4
Gm14239	2
Ggt7	2
Acss2	3
Gss	0
Trpc4ap	1
Edem2	4
Procr	0
BC029722	0
Eif6	1
Uqcc1	0
Cep250	4
6430550D23Rik	7
Ergic3	1
Spag4	2
Cpne1	18
Gm37274	3
Rbm12	3
Nfs1	0
Romo1	6
Rbm39	6
Phf20	1
Scand1	6
Cnbd2	3
Gm14251	2
Gm14253	5
Rpl21-ps9	5
2900097C17Rik	1
Gm14173	5
Epb41l1	4
Aar2	0
Dlgap4	4
Myl9	8
Tgif2	12
5430405H02Rik	0
4930518I15Rik	3
Rab5if	6
Sla2	13
Ndrg3	0
Dsn1	16
Soga1	0
Samhd1	6
Rbl1	16
Rpn2	6
Ghrh	14
Manbal	1
Src	0
Gm14279	5
Gm14286	5
Blcap	0
Nnat	11
Ctnnbl1	4
Tti1	0
Rprd1b	4
Tgm2	6
Gm20412	5
D630003M21Rik	2
Lbp	10
Snhg17	3
Ralgapb	4
Actr5	0
Ppp1r16b	13
Fam83d	16
Dhx35	0
Mafb	6
Gm14221	2
Top1	6
Plcg1	10
Zhx3	0
Gm16751	2
Lpin3	2
Chd6	1
Gm11449	5
Gm11450	5
Srsf6	1
Ift52	4
Mybl2	16
Tox2	3
Jph2	2
Oser1	4
2900093K20Rik	0
Fitm2	3
Hnf4a	7
Ttpal	0
Serinc3	6
Pkig	1
Ada	0
Ywhab	6
Pabpc1l	2
Tomm34	4
Stk4	1
Slpi	11
Matn4	12
Sdc4	6
Sys1	6
Dbndd2	0
Pigt	1
Wfdc2	11
Dnttip1	4
Ube2c	16
Snx21	8
Acot8	4
Zswim3	2
Zswim1	3
Neurl2	3
Ctsa	6
Pltp	15
Pcif1	1
Zfp335	3
Zfp335os	2
Mmp9	15
Ncoa5	4
Cd40	4
Slc35c2	0
Elmo2	4
Zfp334	3
Ocstamp	5
Slc13a3	3
Trp53rka	0
Slc2a10	2
Eya2	13
Zmynd8	1
Gm11464	17
Ncoa3	1
Sulf2	15
Gm14267	9
Prex1	4
Trp53rkb	0
Arfgef2	0
Cse1l	4
Stau1	4
Ddx27	4
Znfx1	6
Zfas1	4
Gm11472	5
Kcnb1	8
Ptgis	8
B4galt5	1
Slc9a8	0
Spata2	0
Rnf114	1
Snai1	9
Ube2v1	18
Tmem189	1
Cebpb	6
A530013C23Rik	5
9230111E07Rik	2
1200007C13Rik	5
Ptpn1	6
Ripor3	9
Pard6b	11
Adnp	18
Dpm1	1
Mocs3	3
Nfatc2	15
Atp9a	8
Zfp64	0
Tshz2	8
Gm26883	9
Zfp217	4
Gm17619	5
Bcas1	5
Pfdn4	4
Dok5	2
Fam210b	9
Aurka	16
Cstf1	0
Cass4	4
Rtf2	1
Gm14303	3
Bmp7	9
Rae1	4
Rbm38	0
Pck1	7
Zbp1	6
Pmepa1	8
Ppp4r1l-ps	0
Rab22a	1
Vapb	1
Gm14336	17
Atp5k-ps2	5
Stx16	1
Npepl1	4
Nespas	5
Gnas	6
Gm20721	3
Nelfcd	0
Ctsz	6
Atp5e	6
Prelid3b	4
Zfp831	5
Edn3	7
Gm14387	2
Gm14399	3
Gm14443	2
Gm14391	2
Gm4631	0
Zfp968	3
Gm4724	5
Gm6710	9
Zfp966	2
Zfp973	2
Gm14305	0
Gm14295	3
Gm14296	0
Gm14419	2
Gm14421	2
Gm14407	5
Gm14410	2
Gm14418	7
Zfp970	2
Gm14403	2
Gm14322	2
Gm14325	3
Gm14323	5
Gm14327	2
Gm14326	3
Zfp971	3
Zfp931	0
Phactr3	5
Sycp2	5
Ppp1r3d	3
Fam217b	0
Cdh4	2
Taf4	0
4921531C22Rik	3
Lsm14b	0
Psma7	6
Ss18l1	3
Mtg2	0
Osbpl2	0
Adrm1	1
Lama5	10
Rps21	19
Cables2	0
Gata5	11
Slco4a1	5
Mrgbp	0
Ogfr	1
Col9a3	2
Dido1	1
Gid8	4
Slc17a9	18
Ythdf1	1
Nkain4	11
Arfgap1	0
BX649560.1	2
Col20a1	12
Ppdpf	1
Helz2	4
Gmeb2	0
Stmn3	7
Rtel1	3
Arfrp1	4
Zgpat	0
Slc2a4rg-ps	3
Zbtb46	10
Tpd52l2	1
Dnajc5	1
Uckl1	0
Uckl1os	14
Zfp512b	9
Prpf6	4
Samd10	3
Sox18	10
Tcea2	2
Rgs19	4
Pcmtd2	4
Polr3k	4
Nudt11	14
Nudt10	14
Shroom4	10
Clcn5	6
Usp27x	2
2010204K13Rik	12
Ppp1r3f	5
Foxp3	13
Ccdc22	0
Cacna1f	5
Syp	12
Prickle3	10
Plp2	1
Gpkow	0
Wdr45	0
Praf2	0
Ccdc120	2
Tfe3	1
Gripap1	1
Kcnd1	14
Otud5	4
Pim2	13
Slc35a2	0
Pqbp1	4
Timm17b	4
Pcsk1n	7
Hdac6	3
Glod5	7
Rpl22-ps1	5
Gm7079	2
Suv39h1	0
Was	1
Wdr13	0
Rbm3	6
Rbm3os	5
Tbc1d25	3
Ebp	1
Porcn	3
Ftsj1	3
B630019K06Rik	9
Lancl3	2
Xk	2
Cybb	6
Dynlt3	1
Srpx	9
Rpgr	3
Tspan7	10
Mid1ip1	15
Bcor	4
Atp6ap2	1
1810030O07Rik	4
Med14	4
AA414768	2
5730405O15Rik	7
Usp9x	1
Rpl3-ps1	3
Llph-ps2	3
Ddx3x	6
Cask	0
Gpr34	15
Gpr82	5
Maoa	4
Maob	7
Fundc1	4
Kdm6a	4
Gm14636	3
Chst7	0
Slc9a7	5
Gm9083	17
Rp2	1
Gm14537	3
Jade3	3
Gm14539	5
Ndufb11	6
Rbm10	0
Uba1	1
Cdk16	0
Usp11	0
Araf	1
Syn1	5
Timp1	6
Cfp	6
Elk1	0
Uxt	4
A230072C01Rik	3
Zfp182	0
Zfp300	2
Klhl13	0
Wdr44	4
Gm2223	5
Dock11	4
Il13ra1	1
Gm6023	3
Lonrf3	5
Pgrmc1	1
Akap17b	9
Gm6274	2
Slc25a43	5
Slc25a5	6
C330007P06Rik	4
Ube2a	1
Nkrf	3
Sept6	13
Rpl39	19
Upf3b	4
Nkap	4
Ndufa1	6
Rnf113a1	5
Zbtb33	0
Tmem255a	9
Lamp2	6
Cul4b	0
Mcts1	1
C1galt1c1	4
Gm4986	5
Gria3	8
Thoc2	1
Xiap	1
Stag2	1
Sh2d1a	13
Dcaf12l1	14
Gm4987	5
Gm7722	5
Smarca1	12
Gm14648	5
Ocrl	4
Apln	9
Xpnpep2	11
Sash3	4
Zdhhc9	15
Utp14a	4
Bcorl1	0
Elf4	1
Aifm1	4
Zfp280c	0
Slc25a14	3
Rbmx2	0
Enox2	0
Firre	0
Stk26	11
Rap2c	6
Mbnl3	13
Hs6st2	5
Gpc4	8
Gpc3	11
Gm14586	3
Ccdc160	14
Phf6	4
Hprt	1
C430049B03Rik	10
Fam122b	3
Mospd1	0
Rtl8a	8
Rtl8b	8
AW822252	2
Xlr	15
3830403N18Rik	3
Zfp449	9
Ints6l	15
Mmgt1	0
Slc9a6	0
Fhl1	10
Map7d3	2
Htatsf1	4
Arhgef6	1
Rbmx	4
Fgf13	3
Gm5637	5
Atp11c	0
C230004F18Rik	3
Sms-ps	5
Slitrk4	11
Slitrk2	12
Gm14681	5
Fmr1	1
Gm14698	5
Gm8172	5
Ids	1
1110012L19Rik	0
Tmem185a	0
Mamld1	10
Mtm1	4
Mtmr1	0
Cd99l2	0
Hmgb3	8
Vma21	1
Prrg3	9
Gabre	2
Gabra3	11
Cetn2	1
Nsdhl	0
Zfp185	11
Xlr4a	13
Xlr3a	14
Xlr3b	3
Xlr4b	13
F8a	3
Xlr4c	13
Zfp275	3
Haus7	0
Bgn	8
Pnck	9
Slc6a8	8
Bcap31	1
Abcd1	15
Plxnb3	12
Srpk3	2
Idh3g	1
Ssr4	6
Pdzd4	3
L1cam	12
Arhgap4	4
Naa10	4
Renbp	15
Hcfc1	4
Irak1	1
Mecp2	1
Rpl3-ps2	5
Flna	6
Emd	1
Rpl10	19
Dnase1l1	15
Taz	4
Atp6ap1	1
Gdi1	1
Fam50a	1
Plxna3	2
Lage3	4
Ubl4a	4
Slc10a3	0
Fam3a	0
Ikbkg	0
G6pdx	4
Gab3	0
Dkc1	4
Mpp1	1
F8	9
Fundc2	1
Cmc4	0
Mtcp1	3
Brcc3	0
Vbp1	1
Rab39b	2
4933407K13Rik	3
Pls3	8
Gm8692	5
Tbl1x	1
Prkx	6
Prrg1	10
Rps24-ps3	3
Tmem47	0
Gm8822	5
Dmd	12
Tab3	0
Gk	4
5430427O19Rik	0
Il1rapl1	12
Gm8880	14
Gm16412	17
Pola1	16
Pcyt1b	3
Pdk3	4
Zfx	1
Eif2s3x	4
Klhl15	3
Apoo	0
Maged1	8
Gspt2	3
Zxdb	0
Spin4	3
Arhgef9	3
Amer1	0
Zc4h2	3
Zc3h12b	9
Las1l	4
Msn	6
F630028O10Rik	15
Heph	9
Rpl17-ps8	5
Eda2r	11
Ar	11
Ophn1	15
Yipf6	4
Stard8	15
Efnb1	11
Pja1	0
Eda	12
Igbp1	4
Pdzd11	4
Kif4	16
Gdpd2	7
Dlg3	9
Snx12	4
Foxo4	3
Il2rg	6
Med12	0
Nlgn3	12
Zmym3	0
Nono	1
Taf1	1
Ogt	1
Cxcr3	13
Nhsl2	4
Rtl5	3
Pin4	1
Ercc6l	16
Rps4x	19
Hdac8	3
Phka1	0
Dmrtc1a	14
Gm6206	2
Nap1l2	7
Chic1	9
Jpx	3
Gm9670	2
Ftx	0
Gm38020	3
Slc16a2	0
Gm6222	2
Rlim	1
Abcb7	0
Vcp-rs	5
Uprt	5
Zdhhc15	13
5530601H04Rik	0
Pbdc1	4
Magee1	0
Gm7117	2
Fgf16	14
Atrx	6
Gm14853	2
Magt1	1
Cox7b	6
Atp7a	4
Tlr13	4
Pgk1	6
Taf9b	0
Cysltr1	6
Gm5127	5
Lpar4	12
P2ry10	13
P2ry10b	3
Gpr174	13
Itm2a	8
2610002M06Rik	4
Brwd3	4
2810403D21Rik	3
Hmgn5	4
Sh3bgrl	6
Gm6377	4
Hdx	2
Gm6335	2
Apool	0
2010106E10Rik	7
Chm	4
Dach2	5
Klhl4	10
Gm7429	2
Nap1l3	7
Diaph2	1
Pcdh19	10
Tspan6	10
Srpx2	9
Sytl4	2
Cstf2	0
Nox1	5
Trmt2b	0
Tmem35a	7
Cenpi	16
Drp2	2
Timm8a1	0
Btk	1
Rpl36a	6
Gla	4
Hnrnph2	6
Armcx4	9
Armcx1	8
Armcx6	9
Armcx3	1
Armcx2	8
Zmat1	3
Tmsb15a	13
Gprasp1	0
Armcx5	0
Bhlhb9	0
Gprasp2	9
Arxes2	7
Arxes1	7
Bex2	7
Bex4	11
Tceal8	1
Tceal5	9
Bex1	11
Tceal9	1
Bex3	1
Tceal3	12
Tceal1	9
Morf4l2	1
BC065397	9
Plp1	12
Slc25a53	3
Zcchc18	3
Fam199x	0
Nrk	9
Mum1l1	9
D330045A20Rik	2
Rnf128	0
Tbc1d8b	0
Morc4	11
Rbm41	3
Prps1	4
Tsc22d3	1
Mid2	0
Psmd10	4
Atg4a	0
Col4a6	11
Col4a5	11
Gm6368	5
Nxt2	0
Acsl4	1
Gm7123	2
Tmem164	0
Ammecr1	0
Chrdl1	11
Pak3	11
Capn6	12
A730046J19Rik	11
Alg13	0
Amot	2
Gm5644	2
Il13ra2	2
Lrch2	9
Tmem29	0
Apex2	3
Pfkfb1	5
Tro	2
Gm15131	14
Maged2	8
Gnl3l	4
Fgd1	9
Tsr2	0
Wnk3	2
Rpl21-ps15	5
A230072E10Rik	5
Fam120c	3
Gm6451	5
Phf8	0
Huwe1	1
Hsd17b10	1
Ribc1	5
Smc1a	1
Iqsec2	0
Kdm5c	4
Kantr	0
Tspyl2	0
Gpr173	9
3010001F23Rik	2
Shroom2	12
Gm6472	3
Gm26035	5
Mageh1	8
Rragb	2
Klf8	2
Ubqln2	4
Kctd12b	8
Nbdy	0
Spin2c	3
Sat1	6
Acot9	4
Prdx4	1
Sms	4
Mbtps2	0
Cnksr2	12
Rps6ka3	1
Eif1ax	1
Map7d2	7
Bclaf3	0
Gm15186	7
Sh3kbp1	1
Map3k15	3
Pdha1	1
Adgrg2	11
Phka2	0
Cdkl5	7
Scml2	2
Rai2	9
Nhs	7
Reps2	15
Gm7331	3
Rbbp7	1
Txlng	0
Syap1	4
Ctps2	0
S100g	5
Ap1s2	1
Zrsr2	4
Car5b	0
Siah1b	3
Ace2	7
Bmx	10
Pir	10
Vegfd	11
Piga	0
Mospd2	4
Fancb	2
Gemin8	12
Gpm6b	12
Ofd1	0
Trappc2	0
Rab9	4
Tceanc	3
Egfl6	11
Gm8817	17
Gm15232	3
Tmsb4x	19
Tlr8	4
Tlr7	15
Prps2	0
Gm8832	2
Msl3	4
Arhgap6	0
Gm15261	9
Hccs	0
Mid1	4
G530011O06Rik	4
Gm21887	5
Hnf4g	7
Rps24-ps2	5
Zfhx4	8
Pex2	4
Gm8797	18
Pkia	0
Zc2hc1a	0
Il7	10
Gm16685	10
Gm5841	2
Stmn2	10
Hey1	10
Mrps28	1
Tpd52	6
Zbtb10	0
C030034L19Rik	3
Zfp704	15
Pag1	4
Fabp5	6
Gm38335	3
Gm9833	5
Fabp4	10
Impa1	1
Zfand1	0
Chmp4c	14
Snx16	0
Lrrcc1	0
E2f5	0
1810022K09Rik	3
Car13	3
Car2	13
Gm9733	4
Sirpb1a	3
Sirpb1b	4
Sirpb1c	4
Gm5150	4
Ythdf3	1
Gm5844	2
Bhlhe22	2
Cyp7b1	5
Armc1	1
Mtfr1	0
Pde7a	0
4632415L05Rik	0
Cp	15
Hps3	15
Hltf	4
Gyg	4
Gm43672	3
Tbl1xr1	1
Naaladl2	9
Gm7536	3
Ect2	16
Nceh1	4
Tnfsf10	10
Fndc3b	1
Pld1	0
Tnik	0
Slc2a2	2
Eif5a2	3
Rpl22l1	6
Mecom	10
Mynn	0
Lrrc31	14
4933429H19Rik	7
Sec62	6
Gpr160	15
Phc3	1
Prkci	0
Skil	6
Slc7a14	2
Kcnmb2	7
Zmat3	0
Pik3ca	1
Gm37123	2
Zfp639	4
Mfn1	0
Gnb4	8
Actl6a	4
Mrpl47	0
Ndufb5	6
Usp13	11
Pex5l	12
Ttc14	1
Ccdc39	12
Fxr1	1
Gm43667	3
Dnajc19	1
Gm43668	2
Sox2ot	2
Sox2	12
Atp11b	1
Gm43203	2
Dcun1d1	1
Gm15952	5
8430422M14Rik	2
Mccc1	0
Acad9	0
D3Ertd254e	0
Anxa5	6
1810062G17Rik	2
Exosc9	0
Ccna2	16
Bbs7	3
Trpc3	10
4932438A13Rik	1
Il2	3
Cetn4	0
Bbs12	3
Fgf2	0
Nudt6	3
Spata5	0
Gm43484	3
Spry1	8
Gm5148	14
Rps23-ps1	3
Gm7799	5
Rpl21-ps10	3
Ankrd50	8
Fat4	10
Gm9845	5
Gm42785	2
Intu	3
Slc25a31	2
Hspa4l	4
Plk4	16
Mfsd8	0
Gm2011	3
Abhd18	0
6430590A07Rik	0
Larp1b	0
Pgrmc2	4
Jade1	4
Sclt1	0
D3Ertd751e	0
Pabpc4l	9
Pcdh18	8
Slc7a11	4
Gm37498	5
Gm6209	5
Gm37199	5
Noct	4
Gm38357	5
Elf2	1
4930577N17Rik	2
Gm37399	3
Mgarp	5
Ndufc1	6
Naa15	1
Rab33b	0
Gm37968	2
Setd7	4
Gm38200	2
5031434O11Rik	2
Mgst2	13
Maml3	0
3110080O07Rik	2
Gm37675	7
Gm38252	2
Gm10728	2
Gm38055	2
Gm37465	12
C130089K02Rik	0
5430420F09Rik	2
Gm30074	5
Gm37170	5
Foxo1	4
Gm38034	2
Cog6	0
Lhfp	8
Gm42899	9
C130075A20Rik	9
Gm43471	5
Nhlrc3	15
Proser1	0
Gm6204	5
Ufm1	1
Trpc4	7
Postn	12
Supt20	1
Exosc8	4
Alg5	4
Smad9	7
Rfxap	0
Gm10254	5
Spg20	0
Dclk1	9
Nbea	0
Gm42841	2
Tm4sf1	10
Tm4sf4	7
Wwtr1	8
Commd2	4
Gm6394	5
Rnf13	15
Gm9645	2
Gm17951	5
Pfn2	8
Tsc22d2	1
Serp1	6
Eif2a	1
Selenot	1
Gm8234	2
Siah2	0
Rpl13-ps6	3
Med12l	3
Gpr171	13
P2ry14	8
P2ry13	15
P2ry12	15
Igsf10	8
Gm8276	2
Mbnl1	6
Gm37589	3
Gm37488	5
Gm8325	5
P2ry1	8
Rap2b	1
Arhgef26	0
Dhx36	1
Gm9701	5
Mme	7
E130311K13Rik	0
Slc33a1	0
Gmps	1
Kcnab1	11
Ssr3	6
4931440P22Rik	3
Tiparp	6
Lekr1	3
Gm37776	5
Ccnl1	6
Gm37305	3
Ptx3	7
Rsrc1	1
Mlf1	2
Gfm1	0
Lxn	0
Rarres1	10
Mfsd1	1
Schip1	12
Il12a	5
Ift80	9
Gm20689	5
Smc4	16
Trim59	16
Kpna4	6
Gm37558	3
Gm1647	17
Arl14	2
Ppm1l	8
B3galnt1	15
Rpl32-ps	5
Nmd3	15
Sis	7
Bche	12
Pdcd10	6
Serpini1	9
Golim4	8
Gm9762	3
Rapgef2	1
6430573P05Rik	5
Fnip2	4
4930589L23Rik	2
Ppid	4
Etfdh	0
4930579G24Rik	16
Tmem144	3
Fam198b	8
Pdgfc	0
Ctso	1
Tdo2	11
Gucy1b1	8
Gucy1a1	8
Map9	7
Lrat	2
Plrg1	0
Dchs2	9
Sfrp2	11
Gm26771	14
Tlr2	15
Tmem131l	0
Mnd1	2
Trim2	0
Fhdc1	2
Arfip1	4
Tmem154	0
Fbxw7	4
Gm37726	2
Gatb	3
Fam160a1	14
Glt28d2	2
Gm9790	5
Sh3d19	8
Rps3a1	19
Lrba	4
Mab21l2	8
Gm3788	5
Dclk2	3
Cd1d1	0
Kirrel	0
Gm10705	5
Fcrls	15
Cd5l	5
Fcrl1	5
Etv3	1
Arhgef11	0
Pear1	10
Sh2d2a	13
Prcc	0
Hdgf	1
Mrpl24	1
Rrnad1	0
Isg20l2	0
Crabp2	5
Nes	10
Gpatch4	0
Naxe	1
Iqgap3	16
Mef2d	1
1700113A16Rik	2
Tsacc	2
Cct3	1
Glmp	1
Tmem79	2
Smg5	4
Paqr6	12
Pmf1	0
Slc25a44	0
Gm42814	3
Sema4a	1
Lmna	8
Gm37584	2
Mex3a	2
Lamtor2	6
Ubqln4	0
Ssr2	1
Gm10704	2
Arhgef2	1
Khdc4	4
Rit1	4
Gm17146	2
Syt11	12
5830417I10Rik	2
1500004A13Rik	3
Gon4l	4
Msto1	0
Dap3	1
Ash1l	1
Rusc1	0
Fdps	4
Pklr	7
Clk2	0
Scamp3	1
Fam189b	13
Gba	4
Mtx1	4
Gm43737	2
Thbs3	11
Muc1	13
Trim46	5
Krtcap2	6
Dpm3	6
Slc50a1	1
Efna1	10
Efna4	7
Adam15	1
Zbtb7b	4
Gm15417	0
Flad1	0
Cks1b	16
Shc1	4
Pygo2	0
Pbxip1	8
Pmvk	4
Kcnn3	8
Adar	4
Chrnb2	5
4632404H12Rik	3
Ube2q1	1
She	10
Il6ra	1
Atp8b2	0
Hax1	4
Gm19710	7
Ubap2l	6
4933434E20Rik	1
Tpm3	6
Gm43712	3
Rps27	19
Rab13	0
Jtb	1
Creb3l4	7
Slc39a1	1
Crtc2	0
Dennd4b	4
4930537H20Rik	7
Gatad2b	1
Gm45477	3
Gm45354	2
Slc27a3	2
Ints3	0
Npr1	10
Ilf2	1
Snapin	4
Chtop	1
S100a1	1
S100a13	6
S100a16	8
S100a3	14
S100a4	6
S100a6	6
S100a8	4
S100a9	4
Gm35439	2
Sprr2a3	14
Sprr2b	14
Gm9774	3
Sprr1a	14
Gm4202	3
Rplp0-ps1	5
Tchh	9
S100a11	6
S100a10	6
Them4	0
Rorc	11
Tdrkh	3
Gm42463	2
Mrpl9	4
Riiad1	14
Snx27	15
Gm43773	2
Gm43774	3
Gm43768	2
Tuft1	11
Gm15234	2
Cgn	11
Pogz	0
Psmb4	6
Selenbp1	8
Rfx5	0
B230398E01Rik	5
Pi4kb	0
A730011C13Rik	5
Zfp687	0
4930481B07Rik	5
Psmd4	6
