id	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
C4	0	0.314491706280822	0.501	0.092	0
C8	0	0.313768886008643	0.316	0.06	0
C9	0	0.341109891088738	0.645	0.167	0
C18	0	0.259005159256414	0.263	0.051	0
C22	0	0.280070417163896	0.694	0.191	0
C32	0	0.351938358970377	0.621	0.146	0
C35	0	0.325832703605808	0.285	0.058	0
C44	0	0.289753273923278	0.607	0.187	0
C47	0	0.268076399491059	0.493	0.094	0
C48	0	0.260286740378098	0.262	0.051	0
C51	0	0.31173511891747	0.261	0.067	0
C55	0	0.316289063863699	0.627	0.171	0
C61	0	0.309138136243141	0.233	0.047	0
C66	0	0.324007913608573	0.572	0.14	0
C76	0	0.289244474729974	0.482	0.122	0
C94	0	0.289848665442832	0.657	0.172	0
C101	0	0.316974459785597	0.318	0.077	0
C102	0	0.259667180585878	0.426	0.104	0
C108	0	0.305324459273791	0.257	0.062	0
C116	0	0.317137132328594	0.493	0.126	0
C119	0	0.280210334462953	0.297	0.078	0
C124	0	0.282815706321425	0.396	0.107	0
C125	0	0.351288365459972	0.319	0.079	0
C130	0	0.369363852301904	0.456	0.112	0
C137	0	0.297724744864918	0.25	0.052	0
C142	0	0.259464577188286	0.567	0.148	0
C143	0	0.348585459928126	0.485	0.126	0
C146	0	0.256542816015575	0.347	0.064	0
C148	0	0.344389770821367	0.51	0.093	0
C150	0	0.302532573102184	0.458	0.082	0
C153	0	0.34777370025374	0.68	0.19	0
C156	0	0.281997010962061	0.528	0.115	0
C169	0	0.294651667432203	0.301	0.061	0
C170	0	0.330091214069374	0.745	0.221	0
C174	0	0.26300076363172	0.45	0.118	0
C176	0	0.397903131481377	0.282	0.056	0
C181	0	0.292561407010496	0.418	0.106	0
C183	0	0.279553249018762	0.494	0.126	0
C187	0	0.252083034641918	0.54	0.136	0
C188	0	0.328276471696588	0.512	0.135	0
C191	0	0.45581195845046	0.401	0.104	0
C196	0	0.392103144375707	0.392	0.1	0
C200	0	0.323756708394725	0.519	0.092	0
C205	0	0.511265556720055	0.388	0.086	0
C206	0	0.524047615554308	0.529	0.129	0
C210	0	0.258796232109126	0.491	0.131	0
C219	0	0.322860029646396	0.765	0.193	0
C230	0	0.296485511142316	0.383	0.098	0
C231	0	0.453444063342172	0.525	0.118	0
C233	0	0.313428507210141	0.602	0.137	0
C238	0	0.278099872861409	0.545	0.142	0
C247	0	0.345916742831252	0.507	0.119	0
C248	0	0.356478528272804	0.462	0.08	0
C257	0	0.270487851031871	0.473	0.124	0
C267	0	0.27651843631334	0.45	0.085	0
C269	0	0.463411483075099	0.348	0.076	0
C272	0	0.279178100504114	0.437	0.112	0
C275	0	0.314230305349947	0.562	0.154	0
C283	0	0.429046742580287	0.453	0.116	0
C290	0	0.28160407767063	0.656	0.166	0
C305	0	0.255136913106174	0.231	0.048	0
C306	0	0.401491300073677	0.545	0.138	0
C307	0	0.277165936534958	0.519	0.091	0
C310	0	0.327749724277799	0.516	0.131	0
C312	0	0.30408427155019	0.545	0.141	0
C313	0	0.363001725704484	0.598	0.135	0
C316	0	0.28893420850423	0.526	0.136	0
C327	0	0.324220260346454	0.326	0.08	0
C328	0	0.254302779405513	0.765	0.161	0
C330	0	0.290152574774807	0.624	0.127	0
C334	0	0.326432438645299	0.442	0.077	0
C350	0	0.277473991679697	0.594	0.107	0
C361	0	0.409114419122205	0.446	0.106	0
C363	0	0.413709298704436	0.589	0.141	0
C376	0	0.331685583110728	0.404	0.095	0
C378	0	0.325585117699887	0.457	0.114	0
C380	0	0.258537815302176	0.482	0.084	0
C393	0	0.286286262666361	0.47	0.125	0
C394	0	0.408887891448442	0.629	0.17	0
C414	0	0.312421595582797	0.468	0.081	0
C419	0	0.286984793235817	0.429	0.082	0
C421	0	0.274340538918	0.401	0.1	0
C423	0	0.305579263635181	0.478	0.114	0
C425	0	0.371957274581473	0.693	0.199	0
C426	0	0.339062746026145	0.654	0.173	0
C427	0	0.26246095392603	0.333	0.086	0
C429	0	0.262832771086135	0.561	0.141	0
C434	0	0.29522523166595	0.28	0.055	0
C436	0	0.323476370180634	0.44	0.079	0
C438	0	0.299165902135158	0.377	0.066	0
C443	0	0.408722358789362	0.499	0.112	0
C446	0	0.272010942074775	0.319	0.076	0
C450	0	0.3312347434072	0.631	0.141	0
C457	0	0.250706874654569	0.252	0.062	0
C458	0	0.347521197676595	0.474	0.124	0
C461	0	0.322033880249981	0.525	0.131	0
C475	0	0.253627217456163	0.391	0.103	0
C480	0	0.256557894328415	0.614	0.114	0
C489	0	0.338960854580306	0.269	0.056	0
C501	0	0.296117820471119	0.558	0.126	0
C503	0	0.29583315337062	0.562	0.134	0
C506	0	0.255031303622524	0.448	0.096	0
C515	0	0.262581931177626	0.753	0.154	0
C518	0	0.29615893095579	0.606	0.159	0
C521	0	0.288364041334414	0.63	0.154	0
C522	0	0.50360385914041	0.671	0.177	0
C525	0	0.269616404086703	0.265	0.057	0
C527	0	0.267679506586959	0.7	0.205	0
C528	0	0.255517397034065	0.632	0.114	0
C529	0	0.353712692127959	0.638	0.164	0
C532	0	0.308369568551373	0.606	0.161	0
C535	0	0.360565746284388	0.527	0.124	0
C540	0	0.287787695897364	0.259	0.056	0
C541	0	0.281064166503225	0.597	0.12	0
C542	0	0.315440657102068	0.667	0.174	0
C547	0	0.506369616121299	0.48	0.106	0
C556	0	0.252076979668575	0.483	0.085	0
C561	0	0.339327063213222	0.25	0.06	0
C564	0	0.329112994115337	0.633	0.158	0
C565	0	0.4202246029012	0.219	0.044	0
C567	0	0.311225305153589	0.361	0.067	0
C568	0	0.278209893317767	0.514	0.1	0
C569	0	0.350287862272074	0.302	0.057	0
C576	0	0.26687295745232	0.637	0.167	0
C586	0	0.36162087678999	0.579	0.144	0
C589	0	0.297395873927378	0.629	0.123	0
C591	0	0.291726122691739	0.246	0.051	0
C592	0	0.266531323566058	0.645	0.138	0
C594	0	0.310642558793023	0.514	0.093	0
C600	0	0.375151876365228	0.299	0.058	0
C605	0	0.292668663807004	0.615	0.156	0
C608	0	0.348967205527422	0.243	0.05	0
C609	0	0.321443598872898	0.555	0.139	0
C612	0	0.264357281315774	0.553	0.098	0
C614	0	0.270673386872767	0.322	0.087	0
C615	0	0.369574177527889	0.274	0.064	0
C618	0	0.300533184873467	0.498	0.087	0
C623	0	0.352669654895825	0.558	0.164	0
C624	0	0.327330595579011	0.621	0.144	0
C626	0	0.275711521533773	0.543	0.14	0
C646	0	0.361548672554264	0.221	0.046	0
C658	0	0.431611706154334	0.274	0.068	0
C659	0	0.311183634976307	0.615	0.145	0
C660	0	0.265770658007344	0.501	0.089	0
C662	0	0.327866267503839	0.556	0.101	0
C668	0	0.25525220639539	0.38	0.073	0
C670	0	0.288736814433324	0.221	0.043	0
C671	0	0.497407665965452	0.609	0.172	0
C674	0	0.252636113561957	0.568	0.129	0
C676	0	0.364460486630447	0.256	0.049	0
C677	0	0.25922730487246	0.269	0.056	0
C679	0	0.263437101133707	0.53	0.093	0
C680	0	0.271320896667695	0.557	0.14	0
C682	0	0.341973176256605	0.3	0.079	0
C684	0	0.309073199905685	0.547	0.144	0
C685	0	0.327622572938663	0.43	0.114	0
C688	0	0.342379595869276	0.308	0.08	0
C689	0	0.285391587499739	0.562	0.105	0
C694	0	0.301169858721828	0.628	0.157	0
C695	0	0.281659101575717	0.433	0.107	0
C705	0	0.311336946857461	0.391	0.072	0
C711	0	0.282168849421917	0.419	0.102	0
C712	0	0.312300426852154	0.507	0.144	0
C714	0	0.298434224572061	0.28	0.063	0
C720	0	0.313536185530091	0.386	0.07	0
C725	0	0.280410178828525	0.568	0.158	0
C727	0	0.301260128356784	0.263	0.054	0
C728	0	0.306055787298945	0.538	0.124	0
C730	0	0.517741673928222	0.303	0.067	0
C737	0	0.30475970303393	0.426	0.11	0
C741	0	0.29081734784916	0.238	0.053	0
C746	0	0.265646012722093	0.533	0.095	0
C749	0	0.335230135412356	0.575	0.134	0
C752	0	0.266291930086558	0.522	0.131	0
C757	0	0.266578415760636	0.387	0.072	0
C762	0	0.324114990865895	0.556	0.139	0
C764	0	0.339250815000364	0.448	0.11	0
C765	0	0.257988671036193	0.375	0.094	0
C773	0	0.312941710344515	0.495	0.127	0
C776	0	0.28685746043591	0.244	0.059	0
C779	0	0.277186838975783	0.594	0.135	0
C781	0	0.263957411221961	0.483	0.128	0
C782	0	0.336641157469036	0.448	0.12	0
C785	0	0.288662654116985	0.529	0.139	0
C808	0	0.304030060472793	0.331	0.058	0
C811	0	0.356282965329633	0.345	0.091	0
C813	0	0.302632136965692	0.526	0.128	0
C822	0	0.288678149534559	0.478	0.118	0
C825	0	0.308900454795307	0.642	0.18	0
C827	0	0.319043311147306	0.244	0.049	0
C829	0	0.367462804363876	0.433	0.098	0
C830	0	0.43195660297283	0.678	0.17	0
C833	0	0.375999106462923	0.373	0.096	0
C835	0	0.368182300163459	0.492	0.102	0
C837	0	0.305101684622693	0.592	0.14	0
C840	0	0.30376497919209	0.629	0.119	0
C850	0	0.354161823586252	0.503	0.128	0
C856	0	0.268836525994106	0.367	0.064	0
C860	0	0.32920386498116	0.402	0.075	0
C865	0	0.256456129848397	0.324	0.062	0
C866	0	0.300822937555864	0.408	0.071	0
C873	0	0.26347395551397	0.478	0.122	0
C875	0	0.292315745114573	0.649	0.163	0
C878	0	0.403929047768354	0.536	0.137	0
C881	0	0.462652942016657	0.29	0.061	0
C882	0	0.325153799809146	0.357	0.085	0
C883	0	0.285072674269331	0.404	0.104	0
C886	0	0.307012214070683	0.495	0.136	0
C887	0	0.298098531535652	0.422	0.099	0
C907	0	0.269472131997526	0.62	0.145	0
C911	0	0.316705499125065	0.365	0.095	0
C917	0	0.389357760462179	0.529	0.131	0
C921	0	0.264744066812273	0.664	0.116	0
C935	0	0.489269521777306	0.289	0.062	0
C937	0	0.290953699759262	0.415	0.082	0
C941	0	0.303064799837694	0.511	0.124	0
C946	0	0.291625376803503	0.265	0.053	0
C948	0	0.3033208610933	0.579	0.142	0
C954	0	0.328994824519781	0.305	0.059	0
C958	0	0.441023434885987	0.592	0.141	0
C980	0	0.252664663028005	0.413	0.095	0
C981	0	0.416499509536289	0.308	0.066	0
C982	0	0.253157428757972	0.345	0.084	0
C985	0	0.394169304088422	0.267	0.057	0
C993	0	0.427687791048324	0.609	0.13	0
C1002	0	0.312877720214883	0.582	0.148	0
C1004	0	0.335034030471783	0.773	0.245	0
C1005	0	0.308325986325986	0.371	0.063	0
C1009	0	0.420150374201332	0.509	0.112	0
C1011	0	0.39235423378335	0.337	0.077	0
C1012	0	0.371316967673892	0.746	0.243	0
C1017	0	0.465212703011163	0.258	0.052	0
C1024	0	0.499008834777247	0.321	0.071	0
C1029	0	0.258008744680959	0.412	0.076	0
