id	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
C5141	2.41637954949423e-121	1.39953971471427	0.459	0.102	2.73389182229777e-117
C4471	5.08431198074385e-120	1.27383830057872	0.474	0.109	5.75239057501359e-116
C2551	2.936906212104e-116	1.27500711281888	0.559	0.151	3.32281568837446e-112
C5983	2.62242996489586e-115	1.36161986100586	0.459	0.105	2.96701726228318e-111
C3898	2.12517123187832e-114	1.26726325351685	0.571	0.16	2.40441873174714e-110
C2741	1.34548894956122e-113	1.31068780921996	0.579	0.167	1.52228619753357e-109
C395	2.8567564029004e-111	1.1630668900712	0.612	0.191	3.23213419424151e-107
C4938	1.69362129821998e-109	1.41807578866801	0.436	0.099	1.91616313680608e-105
C3743	7.77810155769525e-108	1.03783540199997	0.487	0.123	8.8001441023764e-104
C4783	1.86900540592085e-107	1.28376495956866	0.523	0.142	2.11459271625885e-103
C5465	5.1621831046865e-107	1.10819840961794	0.564	0.166	5.8404939646423e-103
C4501	1.93855317188375e-106	1.09900684049475	0.556	0.16	2.19327905866928e-102
C4807	2.95714355047481e-106	1.28932807597044	0.472	0.118	3.34571221300721e-102
C2888	4.02030945577792e-105	1.27142055248124	0.48	0.121	4.54857811826714e-101
C2469	2.69393732240226e-104	1.28887738944771	0.508	0.138	3.04792068656592e-100
C3390	1.46676176051972e-103	1.47683830285457	0.541	0.16	1.65949425585201e-99
C3142	3.26824246232627e-103	1.41925836713553	0.587	0.189	3.69768952187594e-99
C3399	4.97049549826011e-103	1.20851308742196	0.464	0.118	5.62361860673149e-99
C3837	1.14126618609275e-102	1.06548468842106	0.429	0.1	1.29122856294534e-98
C6261	8.84555505334577e-102	1.0818878220143	0.523	0.146	1.00078609873554e-97
C5153	1.38016636735946e-101	1.10996273993134	0.449	0.111	1.5615202280305e-97
C5945	1.63776268765849e-100	1.4201638422793	0.449	0.112	1.85296470481682e-96
C4104	8.24628919809929e-99	1.51733498678713	0.426	0.105	9.32985159872954e-95
C5927	1.75414597944181e-98	1.07791531527314	0.452	0.114	1.98464076114047e-94
C2920	1.79747729865146e-98	1.25891044140212	0.497	0.137	2.03366581569426e-94
C2681	2.85676468992856e-98	1.31967422580956	0.467	0.121	3.23214357018517e-94
C2475	4.02876711575604e-98	1.42506497969673	0.492	0.139	4.55814711476638e-94
C4570	5.20310458594352e-98	1.04687028626105	0.408	0.094	5.8867925285365e-94
C5940	6.88967773206735e-98	1.21654545976809	0.413	0.099	7.79498138606099e-94
