id	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Cd209a	0	3.06792927845141	0.744	0.087	0
Cd209d	0	1.92635559968082	0.475	0.038	0
Ccl17	0	3.46911396448161	0.473	0.037	0
H2-DMb2	8.85732684272598e-296	1.38102268431676	0.562	0.084	1.88342197983725e-291
Cd209e	2.80651000945207e-287	1.78776705301992	0.41	0.041	5.96776288409889e-283
Napsa	3.73076898071505e-253	1.81120675859938	0.807	0.231	7.93310716059247e-249
Kmo	2.04007969617612e-245	1.01129987958788	0.56	0.1	4.33802546594891e-241
Tnip3	6.00734751517379e-227	1.65495468940006	0.807	0.236	1.27740237562655e-222
Rnase6	1.22698195271496e-219	1.41383080927495	0.694	0.177	2.60905442425308e-215
Ifi30	3.46110509578581e-212	1.81848576197714	0.991	0.747	7.35969387567894e-208
Olfm1	8.67318922851369e-211	1.47088824284215	0.885	0.392	1.84426695755115e-206
Ramp3	7.91062964431278e-201	0.912862178678973	0.427	0.066	1.68211628756667e-196
Syngr2	1.21190040744283e-200	1.75458303641845	0.924	0.613	2.57698502638643e-196
Aqp3	1.25003469964582e-197	0.608685824146662	0.204	0.013	2.65807378532687e-193
Bcl11a	3.09769396553393e-192	1.08951408562084	0.425	0.069	6.58693644831135e-188
Il4i1	9.99940630323169e-192	1.75706663342751	0.364	0.05	2.12627375631919e-187
Ciita	1.83449114918684e-191	1.26637601735102	0.853	0.308	3.9008619796309e-187
Cbfa2t3	5.41449957046359e-182	1.20339531217287	0.781	0.284	1.15133918866338e-177
Atox1	5.32082350276925e-175	1.49384647308352	0.996	0.909	1.13141990962885e-170
S100a4	1.45179045006171e-173	1.76670362231905	0.942	0.498	3.08708721301121e-169
Kynu	2.95192455978016e-164	0.451200864597091	0.284	0.034	6.27697238391653e-160
Lsp1	2.70555785028274e-163	1.54808333975649	0.933	0.535	5.75309821284121e-159
H2-DMb1	5.60322032586201e-160	1.42461298829698	0.939	0.487	1.1914687700913e-155
Map4k1	6.37829617303132e-159	0.863341752838143	0.584	0.159	1.35628089823338e-154
H2-Oa	9.19119531163172e-159	0.637116570059451	0.323	0.046	1.95441577106537e-154
Ccl22	3.05031299580099e-158	1.28530039107434	0.165	0.01	6.48618555427122e-154
H2-DMa	1.60238823695268e-153	1.18585562979925	0.968	0.584	3.40731834705618e-149
