gene	cluster
hmx2	4
rgs4	4
zgc:113886	4
alcama	4
tuba1c	4
isl1	4
atp6v1aa	4
irx4a	4
sult6b1	4
insm1b	4
chrna5	4
flvcr1	4
ENSDARG00000037403	4
pou2f2a	4
scg2b	4
BX465834.1	4
onecut1	4
aldocb	4
calm1b	4
mllt11	4
stmn1b	4
pou4f1	4
etv1	4
zgc:153426	4
CR812832.1	4
gng3	4
dgkaa	4
olig4	4
uncx	4
cygb2	4
slc1a2b	4
hmx3a	4
stmn4l	4
tuba1a	4
hpca	4
insm1a	4
rbfox3a	4
galn	4
scrt2	4
elavl3	4
arpp21	4
ywhag2	4
pou2f2a.1	4
gch1	4
fgf13b	4
maptb	4
tubb5	4
hmp19	4
olfm1b	4
stx1b	4
lmo1	4
zgc:165461	4
dla	4
hoxb5a	4
eno1a	4
slc35g2a	4
rab6bb	4
chrna3	4
ppp1r14ab	4
gapdhs	4
cadm4	4
zfhx4	4
cdkn1ca	4
hoxb5b	4
cplx1	4
lmx1bb	4
mab21l2	4
sox11b	4
tfap2a	4
uncx4.1	4
nrn1a	4
mcama	4
map1b	4
zfhx3	4
nfasca	4
mdkb	4
tlx2	4
syt2a	4
hoxb1b	4
gfra1a	4
ebf3a	4
si:dkeyp-120h9.1	4
pcsk1nl	4
pkma	4
phlda1	4
map1aa	4
atp6v0cb	4
nova2	4
bcam	4
tuba2	4
si:ch211-260e23.9	4
meis2b	4
rnasekb	4
id4	4
syt1a	4
lrrn1	4
cited4b	4
pik3r3b	4
tlx3b	4
camk2n1a	4
tbx3a	4
irx1a	4
ebf2	4
stxbp1a	4
gng2	4
scg3	4
slc30a1a	4
eno2	4
gpm6aa	4
si:ch211-195b15.8	4
basp1	4
srrm4	4
cplx2	4
nat8l	4
znf536	4
cpe	4
myt1b	4
CABZ01113193.1	4
vamp2	4
slc29a4	4
golga7ba	4
cbfa2t3	4
hsbp1a	4
ndrg3a	4
celf5a	4
wu:fc46h12	5
tyrp1b	5
defbl1	5
apoda.1	5
pmela	5
icn	5
aqp3a	5
dct	5
mt2	5
si:ch211-251b21.1	5
gch2	5
pnp4a	5
gstp1	5
slc45a2	5
pfn1	5
s100a10b	5
ak1	5
txn	5
uraha	5
fabp11a	5
ENSDARG00000011076	5
tyrp1a	5
mtbl	5
si:ch211-243a20.3	5
CABZ01067314.1	5
tspan36	5
prdx1	5
ucp3.1	5
lgals2a	5
pah	5
rasd1	5
slc22a7a	5
zgc:175088	5
atp6v0ca	5
rhag	5
oca2	5
atp6v0e1	5
qdpra	5
anxa1a	5
zgc:110339	5
paics	5
slc3a2a	5
mitfa	5
anxa2a	5
akr1b1	5
gsto2	5
pcbd1	5
pnp5a	5
tspan10	5
anxa5b	5
si:ch211-195b13.1	5
mlpha	5
gstt1a	5
gpr143	5
drd3	5
rgs16	5
si:ch211-173d10.1	5
tmem243a	5
zdhhc2	5
tspo	5
ocstamp	5
tfap2e	5
atp6v1c1b	5
spock3	5
zgc:110789	5
slc2a15b	5
slc22a2	5
slc29a3	5
atp6v1g1	5
nqo1	5
s100w	5
mdh1aa	5
smim29	5
csrp2	5
hnmt	5
hsc70	5
trpm1b	5
prnpb	5
eno3	5
atpif1b	5
pttg1ipb	5
bhlhe40	5
gramd2aa	5
rabl6b	5
slc38a11	5
bace2	5
gstz1	5
abracl	5
hopx	5
rab32a	5
ckbb	5
cotl1	5
si:dkey-21a6.5	5
nme4	5
agtrap	5
nptx1l	5
fam150bb	5
anxa4	5
cst14b.1	5
atp6v1e1b	5
si:dkey-204f11.64	5
atp6v0a1a	5
emp3b	5
rtn1b	5
atp6v1ba	5
naga	5
si:dkey-31g6.6	5
ctsd	5
AL935199.1	5
fam212ab	5
bhlhe41	5
dhrs9	5
hsd20b2	5
SPAG9 (1 of many)	5
slc24a5	5
pgd	5
tuba8l3	5
fxyd1	5
syngr2b	5
sypl2b	5
ctsz	5
gpx4a	5
tmem243b	5
si:ch211-71m22.3	5
asah1b	5
zgc:165573	5
slc24a4a	5
slc30a8	5
gmps	5
sik1	5
lgmn	5
cox17	5
prkar1b	5
slc39a10	5
ENSDARG00000102191	5
si:dkey-222f2.1	6
si:dkey-36i7.3	6
anxa2b	6
cldnc	6
CABZ01021592.2	6
ceacam1	6
mybpc1	6
fhl1a	6
itgb1b.2	6
fgl1	6
zgc:77748	6
CU682777.2	6
zgc:193726	6
BX908782.1	6
aldh1a3	6
ca15a	6
vil1	6
flnca	6
ENSDARG00000079111	6
pimr177	6
wu:fb59d01	6
itih2	6
sult3st3.1	6
zgc:172079.2	6
smyhc2	6
cox8b	6
wu:fj05g07	6
f5	6
cyp3c3	6
irg1	6
cyb5r2	6
pklr	6
si:dkey-32e6.6	6
cfhl2	6
apoa1a	6
myh7bb	6
edn1	6
postna	6
bin2a	6
znf185	6
cdh17	6
kcnj1a.6	6
tnni1d	6
gnrh2	6
ca4b	6
myoz2b	6
spink4	6
tcnl	6
capn12	6
pck1	6
msrb2	6
tnnt1	6
c9	6
cplx4c	6
gc	6
zgc:174938	6
hao1	6
cldnf	6
FP016234.1	6
myom1b	6
zgc:195001	6
cabp1a	6
psme2	6
plg	6
amy2a	6
ela3l	6
agt	6
zgc:194101	6
PTGR1 (1 of many)	6
pla2g12b	6
leg1.1	6
trpv6	6
pcxb	6
pvalb3	6
chrng	6
cpa4	6
anpepb	6
tmprss4a	6
CR407594.3	6
colec11	6
si:ch211-98n17.5	6
c8a	6
capn8	6
cyp4v8	6
shbg	6
si:ch211-287a12.9	6
zgc:112160	6
slc38a3a	6
cp	6
ace2	6
sst6	6
serpind1	6
ankrd22	6
srd5a2a	6
alk	6
edn2	6
hhla2b.1	6
aplnr2	6
epas1a	6
phospho1	6
ENSDARG00000103837	6
si:ch211-199i15.5	6
pygl	6
CABZ01033205.1	6
slc4a4a	6
txlnbb	6
sele	6
habp2	6
krt96	6
zgc:153968	6
cldn15a	6
chmp4c	6
c3a.3	6
BX649245.1	6
si:dkey-159a18.1	6
rbp2b	6
crb3b	6
itgb6	6
si:ch73-361h17.1	6
tspan13a	6
CABZ01047999.1	6
uox	6
fetub	6
si:cabz01068815.1	6
grhprb	6
agxtb	6
txlnba	6
fut9b	6
lrrc39	6
si:dkey-33i11.4	7
mbpa	7
tmsb1	7
mbpb	7
cldnb	7
ENSDARG00000075629	7
fabp7a	7
cd59	7
her4.1	7
cldnk	7
FO904881.1	7
krtt1c19e	7
si:ch211-193l2.7	7
krt5	7
fabp2	7
krt17.1	7
cfl1l	7
her4.2.1	7
si:ch211-195b11.3	7
cyt1	7
her15.1.1	7
si:ch211-193l2.3	7
her2	7
cd9b	7
her4.2	7
her15.1	7
cyt1l	7
si:ch73-335m24.2	7
lypc	7
si:ch211-286c4.6	7
AL929185.2	7
aep1	7
icn2	7
plp1b	7
aqp1a.1	7
trim63a	7
si:ch211-193l2.4	7
CABZ01059409.1	7
zgc:193505	7
her12	7
apoeb	7
si:ch211-117m20.5	7
entpd3	7
her4.3	7
apodb	7
olig2	7
si:ch211-193l2.5	7
si:ch211-134a4.4	7
cldn19	7
her4.4	7
mpz	7
tcap	7
tfec	7
timd4	7
pvalb8	7
sqstm1	7
crip1	7
ENSDARG00000057121	7
prdm8	7
crlf1a	7
glula	7
scn4ab	7
dkk1a	7
tagln	7
zgc:153911	7
nkx2.2a	7
rgcc	7
qki2	7
si:ch211-132g1.3	7
cxcl14	7
atp1b4	7
HEPACAM	7
alx4a	7
ppp1r14aa	7
egr2b	7
cx27.5	7
foxd3	7
sb:cb81	7
rbm24a	7
phlda2	7
myo1cb	7
anxa13l	7
flj13639	7
gldn	7
hbegfb	7
hepacama	7
clic6	7
igfbp7	7
si:dkey-262k9.4	7
gata2a	7
elovl7a	7
nr4a2b	7
crip3	7
lipg	7
tlcd1	7
elovl1a	7
sncga	7
hoxb7a	7
pdk2b	7
efhd1	7
rpz5	7
rgra	7
ugt8	7
mlf1	7
map4k2	7
lim2.2	7
nrgna	7
tm4sf18	7
gadd45ga	7
nfkbiab	7
depdc7	7
lrrtm1	7
tmem125b	7
mid1ip1b	7
adam8a	7
rnd1b	7
jam2a	7
gpm6ab	7
slc35c2	7
pax3a	7
grasp	7
atp1b1b	8
si:ch73-359m17.5	8
cldnh	8
atp1a1a.2.1	8
fabp1b.1	8
lgals2b	8
si:dkey-248g15.3	8
s100a10a	8
cldn7b	8
si:ch1073-190k2.1	8
rbp2a	8
plac8.1	8
si:dkeyp-73b11.8	8
apoc2	8
tfa	8
soul2	8
mid1ip1a	8
zgc:158846	8
cldne	8
apoa4b.1	8
ndrg1a	8
krt92	8
elf3	8
cldn15la	8
FTL (1 of many).1	8
si:ch211-95j8.2	8
ponzr5	8
FTL (1 of many).2	8
mgst1.2	8
ugt1ab	8
vmhc	8
sepw2b	8
cox6a2	8
tmem176l.4	8
spint2	8
si:dkey-193p11.2	8
tm4sf4	8
BX511021.2	8
zgc:153284	8
pglyrp5	8
si:dkey-247k7.2	8
ENSDARG00000100406	8
aqp8a.2	8
fgg	8
apoa1b	8
krt17	8
si:ch73-31d8.2	8
atp1a1a.4	8
f2	8
s100z	8
apoa2	8
epdl1	8
dmrt2a	8
gadd45aa	8
ambp	8
stard14	8
s100a11	8
c3a.1	8
cpa5	8
zmp:0000000884	8
si:ch211-288g17.4	8
zgc:110333	8
si:dkey-184p9.7	8
cox5b2	8
agrp	8
igfbp2a	8
serpina1l	8
fga	8
kng1	8
soul5	8
fabp10a	8
plekhf1	8
foxi3b	8
ces2	8
ENSDARG00000017314	8
try	8
si:ch211-270g19.5	8
si:dkey-87o1.2	8
sult2st2	8
fgb	8
sgk2a	8
serpinc1	8
dnase1l4.1	8
ctrl	8
cfb	8
ap1s3b	8
prss59.2	8
mal	8
si:ch211-79k12.1	8
a2ml	8
apobb.1	8
ctrb1	8
serpina1	8
apoda.2	8
prr13	8
slco1d1	8
vtnb	8
oclna	8
apof	8
zgc:123103	8
cfhl4	8
tmem45b	8
zgc:92313	8
crp3	8
si:dkey-33i11.9	8
zgc:123295	8
oclnb	8
ENSDARG00000104457	8
si:ch211-202f5.3	8
apom	8
fbp1b	8
sid4	8
serpinf2b	8
ckmt1	8
bik	8
mat1a	8
rhov	8
ildr1a	8
si:ch73-141c7.1	8
cxcl18b	9
zgc:109934	9
dlx4a	9
hsp90aa1.1	9
mt-atp6	9
rdh10a	9
cxcl12b	9
mt-co2	9
mt-co3	9
mt-cyb	9
kpna2	9
si:ch211-131k2.3	9
hspb1	9
postnb	9
col1a2	9
FTL (1 of many)	9
serpine1	9
her6	9
cxcl12a	9
grem2b	9
si:ch211-69g19.2	9
hsp70l	9
h1fx	9
AL929077.2	9
lepa	9
rrm2.1	9
CT027638.1	9
id1	9
rrm2	9
jdp2b	9
hsp70.2	9
her9	9
chac1	9
HIST1H2BA (1 of many)	9
hsp70.1	9
dlx3b	9
ube2c	9
gsc	9
si:dkey-16p21.8	9
zgc:158343	9
cdk1	9
barx1	9
mt-nd4	9
si:ch73-335l21.4	9
serpinh1b	9
nusap1	9
hmgn2	9
krt18	9
ctgfa	9
cd82a	9
fosab	9
hsp70.3	9
sparc	9
f3b	9
hmgb2a	9
dlx2a	9
tgfbi	9
mibp	9
pmp22b	9
zfp36l1b	9
mt-co1	9
mt-nd3	9
twist1a	9
UBB	9
odc1	9
dlx5a	9
hsp90aa1.2	9
hspbp1	9
zgc:110540	9
pcna	9
cebpd	9
plk1	9
zgc:162730	9
si:ch211-222l21.1	9
cdc20	9
