gene	cluster
zgc:136930	10
krt17	10
lgals1l1	10
epdl1	10
cldn1	10
zgc:174938	10
zgc:86896	10
gsnb	10
eevs	10
ildr1a	10
zgc:163030	10
stard14	10
lama5	10
soul2	10
tnks1bp1	10
si:ch211-98n17.5	10
tmem45b	10
si:dkey-33i11.9	10
hcls1	10
si:ch211-202f3.3	10
oclnb	10
stm	10
mgst1.2	10
apodb	10
rhbg	10
si:dkey-248g15.3	10
agr1	10
f11r.1	10
CU693494.2	10
si:dkey-183i3.5	10
anxa1c	10
igfbp2a	10
cldne	10
si:ch211-207n23.2	10
tmem176l.4	10
anxa1b	10
si:cabz01007794.1	10
oclna	10
gstm.3	10
si:ch211-157c3.4	10
krt15	10
si:ch73-204p21.2	10
ch25hl1.1	10
zgc:111983	10
zgc:153284	10
ptgdsb.1	10
si:ch211-79k12.1	10
si:dkey-87o1.2	10
scel	10
capn9	10
si:ch1073-340i21.3	10
si:dkeyp-51b9.3	10
si:dkey-19b23.12	10
si:dkey-184p9.7	10
zgc:154054	10
ponzr3	10
ckma	11
gapdh	11
ckmb	11
tnnc2	11
myl1	11
tnnt3a	11
atp2a1	11
aldoab	11
tnnt3b	11
actc1a	11
tpm2	11
CABZ01078594.1	11
tnni2b.1	11
cav3	11
nme2b.2	11
acta1a	11
tmem38a	11
myl13	11
desma	11
pgam2	11
myod1	11
tmod4	11
si:ch73-367p23.2	11
acta1b	11
tnnc1b	11
myl10	11
srl	11
klhl41b	11
pabpc4	11
trdn	11
myog	11
hspb11	11
cavin4a	11
pkmb	11
ldb3b	11
hlx1	11
tnnt2c	11
zgc:158296	11
cavin4b	11
nmrk2	11
ttn.1	11
si:dkey-211f22.5	11
neb	11
sh3bgr	11
flnca	11
ldb3a	11
nexn	11
tnni2a.1	11
fhl1a	11
ttn.2	11
actn3a	11
zgc:92518	11
si:ch211-214j24.14	11
actn3b	11
hhatla	11
hspb9	11
mustn1b	11
stac3	11
ckmt2b	11
ank1a	11
txlnbb	11
apobec2a	11
myoz1a	11
tnnt2d	11
si:ch211-199i15.5	11
smtnl1	11
mybpc1	11
casq1b	11
sgk2b	11
trim63b	11
alpk3a	11
myom1a	11
txlnba	11
klhl31	11
dhrs7cb	11
casq2	11
txnipb	11
myhb	11
tnnt2e	11
smyhc1	11
myl4	11
tnni4b.2	11
tnni1c	11
mybpc3	11
si:ch211-266g18.10	11
tnni1b	11
cxcl18b	12
si:ch73-335l21.4	12
serpine1	12
atf3	12
cebpb	12
her6	12
h1fx	12
serpinh1b	12
zgc:162730	12
dnajb1b	12
mdka	12
hspb1	12
jdp2b	12
id1	12
hsp70.2	12
zgc:158343	12
fosab	12
hsp90aa1.2	12
hmgb2a	12
hsp70l	12
hsp70.1	12
sparc	12
hmgn2	12
chac1	12
gadd45ba	12
hspa5	12
hsp70.3	12
her9	12
cebpd	12
fosl1a	12
zfp36l1b	12
atp1b1a	12
socs3b	12
krt8	12
mcl1a	12
klf6a	12
mt-cyb	12
hspbp1	12
mt-atp6	12
cbx7a	12
tmsb4x	12
pmp22b	12
mt-co2	12
histh1l	12
mt-co3	12
kpna2	13
rrm2.1	13
rrm2	13
si:ch211-69g19.2	13
ube2c	13
nusap1	13
cdk1	13
mibp	13
pcna	13
ccnb1	13
zgc:110540	13
mki67	13
cdc20	13
cdca8	13
plk1	13
kif11	13
tpx2	13
CABZ01074745.1	13
mad2l1	13
cdca7a	13
tuba1b	13
top2a	13
ccnb3	13
aspm	13
mcm3	13
tacc3	13
cenpf	13
aurkb	13
kifc1	13
stmn1a	13
birc5a	13
ccna2	13
aurka	13
cks2	13
CABZ01058261.1	13
asf1ba	13
slbp	13
g2e3	13
uraha	14
zgc:113142	14
si:dkey-251i10.2	14
paics	14
pax7b	14
trim63a	14
gpd1b	14
pax7a	14
atic	14
bscl2l	14
runx3	14
lypc	14
tmem130	14
lygl1	14
rbp4l	14
tat	14
aox5	14
oacyl	14
hp.1	14
sh3tc2	14
cax1	14
cyb561a3b	14
bco1	14
si:dkey-73n8.3	14
