id	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Tcf15	0	1.59195920732505	0.816	0.028	0
Mecom	0	1.14803986324258	0.718	0.024	0
Emcn	0	1.82441465564269	0.854	0.039	0
Adgrl4	0	1.40896214108413	0.806	0.036	0
Tie1	0	1.05894882519213	0.738	0.03	0
Ptprb	0	2.38832587971368	0.981	0.05	0
Cdh5	0	2.41902600056735	0.961	0.048	0
Mmrn2	0	1.83450701229988	0.864	0.037	0
C1qtnf9	0	1.34815601860902	0.748	0.029	0
Gpihbp1	0	1.77145331374643	0.796	0.034	0
Cyyr1	1.64295383271669e-296	1.28885773953631	0.738	0.032	3.49357702988876e-292
Sox17	5.96519410549415e-288	1.37336047968009	0.641	0.025	1.26843887459228e-283
Meox2	2.26069345153926e-286	0.93485493461022	0.602	0.021	4.80713855535309e-282
Myct1	2.94646388786499e-280	1.26135157804672	0.718	0.032	6.26536081115611e-276
Aqp7	1.65338077235111e-277	0.858971366963845	0.515	0.016	3.51574887432739e-273
Sox18	6.9257785870959e-269	1.15432982111611	0.709	0.033	1.47269755876007e-264
Robo4	1.67727550793582e-258	0.896826332827547	0.612	0.025	3.56655864007472e-254
Srarp	1.39311836086203e-239	0.571658372869726	0.32	0.006	2.96232688253703e-235
Cdh13	6.42121145819362e-236	0.980442889988654	0.602	0.027	1.36540640447029e-231
Ushbp1	3.12790046119755e-233	0.801784488881212	0.534	0.021	6.65116754069046e-229
Ly6c1	5.64551721791905e-228	2.63704820120167	0.951	0.078	1.20046278121831e-223
Egfl7	8.07946381349556e-220	2.1489596369308	0.942	0.08	1.7180171853017e-215
Rasip1	1.90728417785597e-217	1.00768115312558	0.709	0.042	4.05564907579293e-213
Kdr	8.7113639245484e-217	1.67995933912463	0.883	0.07	1.85238442491597e-212
Grrp1	4.39407276132322e-211	0.817219430037994	0.544	0.025	9.34355631967769e-207
Arhgef15	5.81002551325184e-201	0.717143757186977	0.534	0.025	1.23544382513787e-196
Fabp4	1.38511960815131e-197	3.24781981146537	0.99	0.106	2.94531833477294e-193
Tinagl1	1.01962578991324e-196	1.18286486455164	0.738	0.051	2.16813227967151e-192
Dach1	3.9924192612185e-196	0.864173868765891	0.485	0.021	8.48948031705503e-192
Dll4	1.98990969687338e-195	0.701564494275029	0.417	0.015	4.23134397943157e-191
Flt1	1.72390061884896e-194	2.32496574408943	0.971	0.102	3.66570227592043e-190
Slc26a10	1.42497274765958e-190	0.536714071879007	0.369	0.012	3.03006205062332e-186
Adgrf5	2.47513571301199e-184	1.97436707472807	0.932	0.098	5.2631285801487e-180
Cd300lg	4.12028885588012e-179	1.32812350475016	0.68	0.049	8.76138222314349e-175
Aplnr	4.12377684743307e-179	1.04184009611495	0.476	0.022	8.76879908838168e-175
Podxl	8.51115027035587e-179	1.8285302199082	0.922	0.099	1.80981099348847e-174
Clic5	4.52536462993567e-174	0.915236915800552	0.67	0.047	9.62273534909521e-170
Sox7	2.3689926221789e-173	0.694969309486528	0.398	0.016	5.03742591180122e-169
Aqp1	1.03708741613599e-170	2.96655803974466	0.845	0.086	2.20526268167158e-166
Kif26a	4.13367235939604e-170	0.474221482728835	0.33	0.011	8.78984090501975e-166
Scgb3a1	1.35637152300145e-167	0.605334576688678	0.35	0.012	2.88418840651029e-163
Edn1	2.73195814323593e-166	1.33679631755123	0.553	0.033	5.80923579577689e-162
Adcy4	6.65363071742628e-161	0.745348198988928	0.476	0.025	1.41482803575353e-156
Cldn5	1.90605885630056e-157	0.91733827241744	0.447	0.022	4.05304355203752e-153
Thrsp	4.41747690195719e-155	0.503873262909976	0.359	0.014	9.39332288432176e-151
Gm42633	4.59245108864652e-155	0.306402804892821	0.252	0.007	9.76538799489796e-151
Gm12002	9.27597645054737e-150	0.391536365948068	0.272	0.008	1.97244363244439e-145
Ramp2	6.58385586974918e-140	1.53004611409703	0.845	0.099	1.39999111214347e-135
Clec14a	4.00988702916989e-139	0.822797766290019	0.612	0.049	8.52662377882685e-135
