genes	geneCluster
Treml4	0
Apobec2	0
Mocs1	0
Daam2	0
Pot1b	0
Adgre4	0
Zfp119a	0
Zfp959	0
Zfp119b	0
Yju2	0
Sema6b	0
Fem1a	0
Ticam1	0
Kdm4b	0
Lonp1	0
Ranbp3	0
Vmac	0
Dus3l	0
Rfx2	0
Mllt1	0
Alkbh7	0
Slc25a23	0
Tubb4a	0
Gm11110	0
Tnfsf9	0
Tnfsf14	0
Trip10	0
Nudt12	0
Fbxl17	0
Fer	0
Ddx11	0
Epb41l3	0
Zbtb14	0
C030034I22Rik	0
Gm20703	0
Gm37639	0
Gm4707	0
Trmt61b	0
Clip4	0
Lclat1	0
Ehd3	0
Slc30a6	0
Nlrc4	0
CT033749.1	0
Ttc27	0
Fam98a	0
Vit	0
Heatr5b	0
Ndufaf7	0
Rmdn2	0
Cyp1b1	0
Atl2	0
Galm	0
Gemin6	0
Dhx57	0
Morn2	0
Map4k3	0
Thumpd2	0
Pkdcc	0
Mta3	0
Thada	0
Plekhh2	0
Dync2li1	0
Prepl	0
Camkmt	0
Srbd1	0
Prkce	0
AC154542.1	0
AC154492.2	0
Pigf	0
Socs5	0
4833418N02Rik	0
Msh2	0
Msh6	0
Ston1	0
Mettl4	0
Gm1976	0
AC144860.1	0
Gm20939	0
Kdm5d	0
Uty	0
Gm6225	0
Bambi	0
Gm10557	0
4833419F23Rik	0
Mtpap	0
Zfp438	0
Gm10125	0
Mkx	0
AC130718.2	0
Gm2531	0
AC090479.2	0
Gm6277	0
Cables1	0
Tmem241	0
Rmc1	0
Ttc39c	0
Zfp521	0
Psma8	0
Taf4b	0
Gm10269	0
Garem1	0
Zfp35	0
2700062C07Rik	0
Rprd1a	0
Elp2	0
Mocos	0
Tpgs2	0
AW554918	0
Celf4	0
AC102496.1	0
Pik3c3	0
Gm7936	0
Sap130	0
Ammecr1l	0
Sft2d3	0
Ercc3	0
Gypc	0
Epb41l4aos	0
Cdc23	0
Gm3550	0
Fam53c	0
Sil1	0
Gm5239	0
AC121821.1	0
Gm36989	0
Spata24	0
Dnajc18	0
Cxxc5	0
Igip	0
Apbb3	0
Tmco6	0
Wdr55	0
Hars2	0
Vaultrc5	0
Pcdhb14	0
Pcdhb16	0
Pcdhb17	0
Pcdhb19	0
Pcdhb20	0
Pcdhb22	0
3222401L13Rik	0
Pcdhgb4	0
Pcdhgb5	0
Pcdhga12	0
Pcdhgc3	0
Hdac3	0
Fchsd1	0
1700086O06Rik	0
Dele1	0
Fgf1	0
Arhgap26.1	0
Prelid2	0
AC125110.1	0
Mcc	0
Ythdc2	0
Ccdc112	0
AC117239.2	0
Eno1b	0
Dtwd2	0
Srfbp1	0
Lox	0
Sncaip	0
Cep120	0
Gramd3	0
Aldh7a1	0
C330018D20Rik	0
Fbn2	0
Slc27a6	0
Gm5970	0
Gm4841	0
F830016B08Rik	0
BC023105	0
Synpo	0
Camk2a	0
Pdgfrb	0
Hmgxb3	0
Rps2-ps10	0
Ppargc1b	0
Arhgef37	0
Pcyox1l	0
Grpel2	0
1500015A07Rik	0
Spink10	0
Wdr7	0
AC102106.1	0
Nedd4l	0
Alpk2	0
Zfp532	0
Mppe1	0
Impa2	0
Spire1	0
Cep76	0
Cep192	0
Ldlrad4	0
Fam210a	0
4930503L19Rik	0
Poli	0
n-R5-8s1	0
Elac1	0
Dym	0
Ctif	0
Hdhd2.1	0
Pias2	0
Haus1	0
Epg5	0
Setbp1	0
Adnp2	0
Pqlc1	0
Kcng2	0
Ctdp1	0
AC157548.1	0
Rpl21-ps8	0
Zfp236	0
Gm10524	0
Zadh2	0
Zfp407	0
Timm21	0
Rttn	0
Gm45871	0
Ighmbp2	0
Lrp5	0
1810055G02Rik	0
Acy3	0
Gstp1	0
Pitpnm1	0
Coro1b	0
Rps6kb2	0
Rad9a	0
Clcf1	0
Ssh3	0
Ankrd13d	0
Rhod	0
Pcx	0
Lrfn4	0
Rce1	0
Rbm4b	0
Gm37206	0
Ctsf	0
Zdhhc24	0
Cd248	0
Klc2	0
Pacs1	0
4930481A15Rik	0
Mus81	0
Snx32	0
Gm31166	0
Ap5b1	0
Kat5	0
Pcnx3	0
Pola2	0
Znhit2	0
Tm7sf2	0
Vps51	0
Sac3d1	0
Snx15	0
Ppp2r5b	0
Men1	0
Map4k2	0
Gm14966	0
Pygm	0
CAAA01066123.1	0
Gpr137	0
Plcb3	0
Dnajc4	0
Nudt22	0
Trpt1	0
Macrod1	0
Spindoc	0
2700081O15Rik	0
Pla2g16	0
Taf6l	0
Ttc9c	0
1810009A15Rik	0
Ints5	0
Rom1	0
Eml3	0
Tut1	0
Tmem216	0
Tmem138	0
Cyb561a3	0
Tkfc	0
Vps37c	0
Gm6501	0
Ms4a14	0
BE692007	0
Gm8369	0
Ms4a3	0
Dtx4	0
A330040F15Rik	0
Gm6545	0
Olfr1459	0
Psat1	0
Cep78	0
E030024N20Rik	0
Gna14	0
Pcsk5	0
Nmrk1	0
D030056L22Rik	0
Trpm3	0
Mamdc2	0
Gm9493	0
Gm6563	0
Ptar1	0
Apba1	0
Fxn	0
Fam122a	0
Cbwd1	0
Vldlr	0
Rfx3	0
Glis3	0
Plpp6	0
Gm10136	0
Rcl1	0
Insl6	0
AC119228.1	0
Ermp1	0
Ranbp6	0
Il33	0
Cstf2t	0
Asah2	0
Minpp1	0
Lipo3	0
Stambpl1	0
Ch25h	0
Ifit3	0
Ifit1bl1	0
Ifit3b	0
Pank1	0
Htr7	0
Hectd2	0
Fgfbp3	0
Cpeb3	0
Gm38345	0
Fra10ac1	0
Slc35g1	0
Noc3l	0
Tbc1d12	0
Aldh18a1	0
Tctn3	0
Ccnj	0
Lcor	0
Gm340	0
Frat1	0
Frat2	0
Rrp12	0
Zdhhc16	0
Mms19	0
Avpi1	0
AL603804.1	0
Zfyve27	0
R3hcc1l	0
Pyroxd2	0
Hps1	0
Gm20467	0
Cox15	0
Cutc	0
Dnmbp	0
Cwf19l1	0
Scd1	0
Hif1an	0
Twnk	0
Sfxn3	0
Kazald1	0
Btrc	0
Poll	0
Armh3	0
Hps6	0
Pprc1	0
AC114539.1	0
Fbxl15	0
Mfsd13a	0
Sufu	0
Sfxn2	0
As3mt	0
Cnnm2	0
Pcgf6	0
Taf5	0
Calhm2	0
Neurl1a	0
Sh3pxd2a	0
Stn1	0
Itprip	0
Rpl13a-ps1	0
AC133451.2	0
AC133451.1	0
Mirt1	0
Nutf2-ps1	0
Gpam	0
Zdhhc6	0
Ppnr	0
Nrap	0
Casp7	0
Dclre1a	0
Adrb1	0
Afap1l2	0
Trub1	0
Hspa12a	0
Cacul1	0
Sfxn4	0
Grk5	0
mt-Tv	0
mt-Tm	0
mt-Ta	0
Tmlhe	0
Csprs	0
AC125149.3	0
CAAA01147332.1	0
Sbspon	0
Pi15	0
Rgs7	0
Kcnk2	0
C1ql3	0
Kcnt1	0
Csrnp3	0
Ypel4	0
2810405F15Rik	0
Ntsr1	0
Chrna4	0
Cldn34c1	0
Glrb	0
Rbm46	0
Col25a1	0
Gm30382	0
Elavl4	0
2610028E06Rik	0
Tmem150c	0
Ache	0
Inmt	0
Nat8f3	0
Tspan11	0
Mansc4	0
Vstm2b	0
Nell1	0
Adrb3	0
Ptpn20	0
Scara5	0
Ebf2	0
Olfm2	0
Kcnj5	0
2010007H06Rik	0
Itga11	0
Hs3st3a1	0
Notum	0
Gm10790	0
Ntrk2	0
Ighd	0
Gm8696	0
Lrfn2	0
Pcdhb9	0
Cndp1	0
Trim5	0
Gvin1	0
Smim40	0
Mrpl15	1
Lypla1	1
Tcea1	1
Atp6v1h	1
Rb1cc1	1
Pcmtd1	1
2610203C22Rik	1
Vcpip1	1
Sgk3	1
Snhg6	1
Cops5	1
Cspp1	1
Arfgef1	1
Prex2	1
Ncoa2	1
Tram1	1
Lactb2	1
Ube2w	1
Eloc	1
Tmem70	1
Ly96	1
Gm4956	1
Ogfrl1	1
Smap1	1
Sdhaf4	1
Lmbrd1	1
Phf3	1
Zfp451	1
Dst	1
Ccdc115	1
Imp4	1
Fam168b	1
Plekhb2	1
Hs6st1	1
Uggt1	1
Neurl3	1
Arid5a	1
Kansl3	1
Actr1b	1
Tmem131	1
Inpp4a	1
Coa5	1
Unc50	1
Mgat4a	1
Mitd1	1
Mrpl30	1
Txndc9	1
Pdcl3	1
Tbc1d8	1
Rnf149	1
Map4k4	1
Il1r2	1
Il18rap	1
Mrps9	1
Tgfbrap1	1
Tpp2	1
Col3a1	1
Col5a2	1
Slc40a1	1
Slc39a10	1
Nabp1	1
Stat1	1
Gls	1
Nab1	1
Mfsd6	1
Asnsd1	1
Stk17b	1
Gtf3c3	1
Ankrd44	1
Coq10b	1
Hspd1	1
Mob4	1
Spats2l	1
Clk1	1
Ppil3	1
Fam126b	1
Ndufb3	1
Cflar	1
Casp8	1
Sumo1	1
Nop58	1
Bmpr2	1
Fam117b	1
Nbeal1	1
Cyp20a1	1
Abi2	1
Raph1	1
Nrp2	1
Ino80d	1
Ndufs1	1
Klf7	1
Creb1	1
Idh1	1
Pikfyve	1
Rpe	1
Acadl	1
Atic	1
Tns1	1
Cxcr2	1
Aamp	1
Pnkd	1
Tmbim1	1
Slc11a1	1
Ctdsp1	1
Usp37	1
Cnppd1	1
Retreg2	1
Zfand2b	1
Stk16	1
Tuba4a	1
Dnpep	1
Gmppa	1
Chpf	1
Farsb	1
Kcne4	1
Scg2	1
Wdfy1	1
Cul3	1
Dock10	1
Mff	1
Agfg1	1
Pid1	1
Dner	1
Trip12	1
Sp110	1
Sp140	1
Sp100	1
A630001G21Rik	1
Cab39	1
Itm2c	1
Psmd1	1
B3gnt7	1
Eif4e2	1
Gigyf2	1
Inpp5d	1
Dgkd	1
Hjurp	1
Arl4c	1
Agap1	1
Cops8	1
Col6a3	1
Lrrfip1	1
Ramp1	1
Ube2f	1
Ilkap	1
Hdac4	1
Ndufa10	1
Gpc1	1
Rnpepl1	1
Gpr35	1
Ppp1r7	1
Hdlbp	1
Dtymk	1
Ing5	1
Fam174a	1
St8sia4	1
D1Ertd622e	1
Ppip5k2	1
Pam	1
Relch	1
Tnfrsf11a	1
Zcchc2	1
Bcl2	1
Vps4b	1
Serpinb8	1
Tsn	1
Nifk	1
Clasp1	1
Ralb	1
Tmem185b	1
Tmem37	1
Insig2	1
Ddx18	1
Ccnt2	1
Rab3gap1	1
R3hdm1	1
Ubxn4	1
Dars	1
Cxcr4	1
Mapkapk2	1
Gm37084	1
Rassf5	1
Ikbke	1
Srgap2	1
Ctse	1
Rab7b	1
Rab29	1
Nucks1	1
Elk4	1
Nuak2	1
Dstyk	1
Mdm4	1
Ppp1r15b	1
Plekha6	1
Atp2b4	1
Prelp	1
Chil1	1
Ppfia4	1
Tmem183a	1
Adipor1	1
Kdm5b	1
Ppp1r12b	1
Ptpn7	1
Arl8a	1
Rnpep	1
Timm17a	1
Ipo9	1
Nav1	1
Csrp1	1
Phlda3	1
Camsap2	1
Zfp281	1
Nek7	1
2310009B15Rik	1
Dennd1b	1
Cfh	1
Cdc73	1
Glrx2	1
Trove2	1
Uchl5	1
Rgs2	1
Pla2g4a	1
Ptgs2	1
Odr4	1
Ivns1abp	1
Swt1	1
Trmt1l	1
Rnf2	1
Fam129a	1
1700025G04Rik	1
Rgl1	1
Ncf2	1
Smg7	1
Lamc1	1
Dhx9	1
Npl	1
Rnasel	1
Glul	1
Stx6	1
Xpr1	1
Acbd6	1
Cep350	1
Tor1aip1	1
Tor1aip2	1
Gm2000	1
Soat1	1
Tor3a	1
Fam20b	1
Ralgps2	1
Cop1	1
4930523C07Rik	1
Mrps14	1
Cacybp	1
Rabgap1l	1
Rc3h1	1
Gas5	1
Prdx6	1
Suco	1
Dnm3	1
Fmo2	1
Kifap3	1
Sell	1
Dpt	1
Sft2d2	1
Tiprl	1
Mpc2	1
Mpzl1	1
Rcsd1	1
Creg1	1
Pou2f1	1
Uck2	1
Tmco1	1
Aldh9a1	1
Pbx1	1
Rgs5	1
Uap1	1
Uhmk1	1
Olfml2b	1
Atf6	1
Fcgr4	1
Sdhc	1
Ndufs2	1
B4galt3	1
Ufc1	1
Nit1	1
Pfdn2	1
Arhgap30	1
Usf1	1
B930036N10Rik	1
Cd244a	1
Cd48	1
Cd84	1
Slamf6	1
Ncstn	1
Copa	1
Dcaf8	1
Pea15a	1
Igsf8	1
Atp1a2	1
Slamf9	1
Slamf8	1
Aim2	1
Ifi214	1
Ifi209	1
Ifi207	1
Ifi204	1
Mndal	1
Ifi211	1
Ifi203	1
Ifi202b	1
Ifi205	1
Fh1	1
Kmo	1
Cep170	1
Zbtb18	1
Adss	1
Desi2	1
Cox20	1
Ahctf1	1
Cdc42bpa	1
Psen2	1
Itpkb	1
Gm37033	1
Parp1	1
Acbd3	1
Sde2	1
Pycr2	1
Ephx1	1
Nvl	1
Cnih4	1
Wdr26	1
Lbr	1
Degs1	1
Fbxo28	1
Capn2	1
Brox	1
Aida	1
Mia3	1
Hlx	1
Marc2	1
Rab3gap2	1
Iars2	1
Eprs	1
Tgfb2	1
Rrp15	1
Angel2	1
Flvcr1	1
Batf3	1
Nenf	1
Ppp2r5a	1
Lpgat1	1
Slc30a1	1
G0s2	1
Cd34	1
Cr1l	1
Nmt2	1
Dclre1c	1
Hspa14	1
Fam107b	1
Frmd4a	1
Prpf18	1
Phyh	1
Camk1d	1
Cdc123	1
Nudt5	1
Upf2	1
Taf3	1
Kin	1
Pfkfb3	1
Rbm17	1
Mindy3	1
Rsu1	1
Arl5b	1
Plxdc2	1
Mllt10	1
Dnajc1	1
Commd3	1
Pip4k2a	1
Apbb1ip	1
Abi1	1
Acbd5	1
Yme1l1	1
Spopl	1
Il1rn	1
Psd4	1
Ehmt1	1
Arrdc1	1
Mrpl41	1
Pnpla7	1
Nelfb	1
Tubb4b	1
Ssna1	1
Anapc2	1
Uap1l1	1
Npdc1	1
Phpt1	1
Rabl6	1
Tmem141	1
Fcna	1
Bmyc	1
Tmem250-ps	1
Dnlz	1
Entr1	1
Pmpca	1
Sec16a	1
Notch1	1
Surf1	1
Surf4	1
Rexo4	1
Vav2	1
Brd3	1
Col5a1	1
Olfm1	1
Ralgds	1
Setx	1
Rapgef1	1
Sptan1	1
Tbc1d13	1
Lrrc8a	1
Sh3glb2	1
Ptpa	1
Tor1b	1
Tor1a	1
BC005624	1
Fnbp1	1
Gpr107	1
Hmcn2	1
Ass1	1
Fubp3	1
Abl1	1
Nup214	1
Prrc2b	1
Swi5	1
Golga2	1
1110008P14Rik	1
Fam102a	1
Dpm2	1
St6galnac4	1
Eng	1
Cdk9	1
Tor2a	1
Fam129b	1
Angptl2	1
Pbx3	1
Mapkap1	1
Gapvd1	1
Fbxw2	1
Traf1	1
Cntrl	1
Stom	1
Ggta1	1
Dab2ip	1
Ndufa8	1
Rbm18	1
Ptgs1	1
Pdcl	1
Rc3h2	1
Rabgap1	1
Dennd1a	1
Psmb7	1
Arpc5l	1
Ppp6c	1
Arhgap15	1
Zeb2os	1
Orc4	1
Epc2	1
Mmadhc	1
Nmi	1
Rif1	1
Arl5a	1
Stam2	1
Fmnl2	1
Prpf40a	1
Arl6ip6	1
Nr4a2	1
Gpd2	1
Cytip	1
Pkp4	1
Baz2b	1
March7	1
Cd302	1
Tank	1
Psmd14	1
Ifih1	1
Cers6	1
Ppig	1
Ubr3	1
Gorasp2	1
Tlk1	1
Slc25a12	1
Hat1	1
Sp3	1
Ola1	1
Cir1	1
Wipf1	1
Atf2	1
Lnpk	1
Mtx2	1
Nfe2l2	1
Agps	1
Fkbp7	1
Plekha3	1
Sestd1	1
Cwc22	1
Ube2e3	1
Itga4	1
Itprid2	1
Dnajc10	1
Nckap1	1
Zc3h15	1
Itgav	1
Calcrl	1
Tfpi	1
Ctnnd1	1
Tmx2	1
Med19	1
Zdhhc5	1
Serping1	1
Ube2l6	1
Timm10	1
Slc43a3	1
Ssrp1	1
Ptprj	1
Fnbp4	1
Mtch2	1
Ndufs3	1
Ptpmt1	1
Celf1	1
Psmc3	1
Madd	1
Acp2	1
Arfgap2	1
Ckap5	1
Arhgap1	1
Mdk	1
Dgkz	1
Phf21a	1
Trp53i11	1
Cd82	1
Ext2	1
Hsd17b12	1
Api5	1
Trim44	1
Apip	1
Cat	1
Caprin1	1
Lmo2	1
Fbxo3	1
Hipk3	1
Cstf3	1
Eif3m	1
Rcn1	1
Immp1l	1
Dnajc24	1
Lin7c	1
Ccdc34	1
Fibin	1
Nop10	1
Slc12a6	1
Emc4	1
Emc7	1
Aqr	1
Dph6	1
Meis2	1
Spred1	1
Fam98b	1
Rasgrp1	1
Thbs1	1
Ccdc32	1
Rmdn3	1
Vps18	1
Ino80	1
Chp1	1
1700020I14Rik	1
Rtf1	1
Mga	1
Ehd4	1
Tmem87a	1
Zfp106	1
Snap23	1
Stard9	1
Ubr1	1
Ccndbp1	1
Map1a	1
Hypk	1
Mfap1b	1
Mfap1a	1
Casc4	1
Ctdspl2	1
Eif3j1	1
Slc28a2	1
AA467197	1
Slc30a4	1
Bloc1s6	1
Sqor	1
Myef2	1
Fbn1	1
Eid1	1
Secisbp2l	1
Cops2	1
Galk2	1
Atp8b4	1
Hdc	1
Usp8	1
Trpm7	1
Sppl2a	1
Blvra	1
Itpripl1	1
Snrnp200	1
Tmem127	1
Stard7	1
Dusp2	1
Mrps5	1
Mtln	1
Bcl2l11	1
Anapc1	1
Mertk	1
Tmem87b	1
Slc20a1	1
Sirpa	1
Nop56	1
Idh3b	1
Ptpra	1
Mrps26	1
Ddrgk1	1
Itpa	1
4930402H24Rik	1
Siglec1	1
Cenpb	1
Pank2	1
Smox	1
Prnp	1
Rassf2	1
Tmem230	1
Pcna	1
Cds2	1
Gpcpd1	1
Trmt6	1
Bmp2	1
Tmx4	1
Plcb1	1
Btbd3	1
Esf1	1
Flrt3	1
Snrpb2	1
Sec23b	1
Smim26	1
Rin2	1
Naa20	1
Crnkl1	1
Xrn2	1
Thbd	1
Abhd12	1
Nsfl1c	1
Csnk2a1	1
Tbc1d20	1
Rbck1	1
Rem1	1
H13	1
Bcl2l1	1
Pdrg1	1
Hck	1
Tm9sf4	1
Plagl2	1
Kif3b	1
Asxl1	1
Commd7	1
Mapre1	1
Raly	1
Itch	1
Dynlrb1	1
Map1lc3a	1
Ncoa6	1
Trpc4ap	1
Edem2	1
BC029722	1
Eif6	1
Ergic3	1
Romo1	1
Phf20	1
2900097C17Rik	1
Epb41l1	1
Dlgap4	1
Myl9	1
Rab5if	1
Rpn2	1
Manbal	1
Ctnnbl1	1
Rprd1b	1
Ralgapb	1
Ppp1r16b	1
Chd6	1
Srsf6	1
Ift52	1
Oser1	1
Pkig	1
Tomm34	1
Stk4	1
Slpi	1
Pigt	1
Dnttip1	1
Acot8	1
Ctsa	1
Pltp	1
Pcif1	1
Mmp9	1
Cd40	1
Slc35c2	1
Elmo2	1
Zmynd8	1
Ncoa3	1
Sulf2	1
Prex1	1
Cse1l	1
Stau1	1
Ddx27	1
Znfx1	1
Zfas1	1
Kcnb1	1
Ptgis	1
B4galt5	1
Rnf114	1
Tmem189	1
Dpm1	1
Nfatc2	1
Atp9a	1
Tshz2	1
Zfp217	1
Pfdn4	1
Cass4	1
Rtf2	1
Rae1	1
Zbp1	1
Rab22a	1
Vapb	1
Stx16	1
Npepl1	1
Prelid3b	1
Adrm1	1
Ogfr	1
Dido1	1
Gid8	1
Ythdf1	1
Ppdpf	1
Helz2	1
Arfrp1	1
Tpd52l2	1
Dnajc5	1
Prpf6	1
Rgs19	1
Pcmtd2	1
Polr3k	1
Clcn5	1
Plp2	1
Tfe3	1
Gripap1	1
Otud5	1
Pqbp1	1
Timm17b	1
Was	1
Ebp	1
Cybb	1
Dynlt3	1
Mid1ip1	1
Bcor	1
Atp6ap2	1
1810030O07Rik	1
Usp9x	1
Gpr34	1
Maoa	1
Fundc1	1
Kdm6a	1
Rp2	1
Rbm10	1
Uba1	1
Cdk16	1
Araf	1
Timp1	1
Cfp	1
Uxt	1
Wdr44	1
Dock11	1
Il13ra1	1
Pgrmc1	1
C330007P06Rik	1
Ube2a	1
Upf3b	1
Nkap	1
Mcts1	1
C1galt1c1	1
Thoc2	1
Xiap	1
Stag2	1
Ocrl	1
Sash3	1
Zdhhc9	1
Utp14a	1
Elf4	1
Aifm1	1
Rap2c	1
Hprt	1
Rtl8a	1
Rtl8b	1
Ints6l	1
Htatsf1	1
Arhgef6	1
Rbmx	1
Fmr1	1
Ids	1
Mtm1	1
Vma21	1
Cetn2	1
Bgn	1
Bcap31	1
Abcd1	1
Idh3g	1
Arhgap4	1
Naa10	1
Renbp	1
Hcfc1	1
Irak1	1
Mecp2	1
Emd	1
Dnase1l1	1
Taz	1
Atp6ap1	1
Gdi1	1
Fam50a	1
Lage3	1
Ubl4a	1
G6pdx	1
Dkc1	1
Mpp1	1
Fundc2	1
Brcc3	1
Vbp1	1
Pls3	1
Tbl1x	1
Prkx	1
Tmem47	1
Gk	1
Pdk3	1
Zfx	1
Eif2s3x	1
Maged1	1
Las1l	1
F630028O10Rik	1
Ophn1	1
Yipf6	1
Stard8	1
Igbp1	1
Pdzd11	1
Snx12	1
Il2rg	1
Nono	1
Taf1	1
Ogt	1
Nhsl2	1
Pin4	1
Rlim	1
Pbdc1	1
Atrx	1
Magt1	1
Atp7a	1
Tlr13	1
Cysltr1	1
Itm2a	1
2610002M06Rik	1
Brwd3	1
Hmgn5	1
Gm6377	1
Chm	1
Diaph2	1
Btk	1
Gla	1
Hnrnph2	1
Armcx3	1
Tceal8	1
Tceal9	1
Bex3	1
Morf4l2	1
Prps1	1
Tsc22d3	1
Psmd10	1
Acsl4	1
Maged2	1
Gnl3l	1
Phf8	1
Huwe1	1
Hsd17b10	1
Smc1a	1
Kdm5c	1
Ubqln2	1
Kctd12b	1
Nbdy	1
Acot9	1
Prdx4	1
Sms	1
Rps6ka3	1
Eif1ax	1
Sh3kbp1	1
Pdha1	1
Reps2	1
Rbbp7	1
Syap1	1
Ap1s2	1
Zrsr2	1
Mospd2	1
Rab9	1
Tlr7	1
Msl3	1
G530011O06Rik	1
Zfhx4	1
Pex2	1
Mrps28	1
Tpd52	1
Pag1	1
Impa1	1
Gm9733	1
Sirpb1b	1
Sirpb1c	1
Gm5150	1
Ythdf3	1
Armc1	1
Cp	1
Hps3	1
Hltf	1
Gyg	1
Tbl1xr1	1
Nceh1	1
Fndc3b	1
Gpr160	1
Phc3	1
Skil	1
Pik3ca	1
Zfp639	1
Gnb4	1
Actl6a	1
Ndufb5	1
Ttc14	1
Fxr1	1
Dnajc19	1
Atp11b	1
Dcun1d1	1
4932438A13Rik	1
Spry1	1
Ankrd50	1
Hspa4l	1
Pgrmc2	1
Jade1	1
Slc7a11	1
Elf2	1
Naa15	1
Setd7	1
Foxo1	1
Lhfp	1
Nhlrc3	1
Ufm1	1
Supt20	1
Exosc8	1
Alg5	1
Rfxap	1
Wwtr1	1
Commd2	1
Rnf13	1
Tsc22d2	1
Eif2a	1
Selenot	1
Gpr171	1
P2ry14	1
P2ry13	1
P2ry12	1
Rap2b	1
Dhx36	1
Slc33a1	1
Gmps	1
Ssr3	1
Tiparp	1
Ccnl1	1
Rsrc1	1
Mfsd1	1
Smc4	1
Kpna4	1
Ppm1l	1
Nmd3	1
Pdcd10	1
Golim4	1
Rapgef2	1
Fnip2	1
Ppid	1
Fam198b	1
Ctso	1
Gucy1b1	1
Gucy1a1	1
Tlr2	1
Tmem131l	1
Arfip1	1
Fbxw7	1
Sh3d19	1
Lrba	1
Mab21l2	1
Fcrls	1
Etv3	1
Hdgf	1
Mrpl24	1
Naxe	1
Mef2d	1
Cct3	1
Glmp	1
Smg5	1
Sema4a	1
Lmna	1
Lamtor2	1
Ssr2	1
Arhgef2	1
Khdc4	1
Rit1	1
Gon4l	1
Dap3	1
Ash1l	1
Fdps	1
Scamp3	1
Gba	1
Mtx1	1
Dpm3	1
Slc50a1	1
Adam15	1
Zbtb7b	1
Shc1	1
Pbxip1	1
Pmvk	1
Kcnn3	1
Adar	1
Ube2q1	1
Il6ra	1
Hax1	1
Ubap2l	1
4933434E20Rik	1
Jtb	1
Slc39a1	1
Dennd4b	1
Gatad2b	1
Ilf2	1
Snapin	1
Chtop	1
S100a1	1
S100a16	1
S100a8	1
S100a9	1
Mrpl9	1
Snx27	1
Psmd4	1
Pip5k1a	1
Vps72	1
Tnfaip8l2	1
Gabpb2	1
Cdc42se1	1
Mindy1	1
Cers2	1
Setdb1	1
Arnt	1
Ctsk	1
Ensa	1
Ecm1	1
Rprd2	1
Mrps21	1
BC028528	1
Aph1a	1
Anp32e	1
Plekho1	1
Sf3b4	1
Bola1	1
Fcgr1	1
Lix1l	1
Rbm8a	1
Rnf115	1
Sec22b	1
Notch2	1
Wdr3	1
Tent5c	1
Man1a2	1
Ptgfrn	1
Ngf	1
Sike1	1
Nras	1
Bcas2	1
Trim33	1
Olfml3	1
Hipk1	1
Rsbn1	1
Rhoc	1
Capza1	1
Cttnbp2nl	1
I830077J02Rik	1
Wdr77	1
Chil3	1
Cept1	1
Dram2	1
Lrif1	1
AI504432	1
Lamtor5	1
Rbm15	1
Ahcyl1	1
Csf1	1
Gstm5	1
Gstm2	1
Gstm1	1
Gnai3	1
Psma5	1
Sars	1
Taf13	1
Clcc1	1
Stxbp3	1
Prpf38b	1
Fam102b	1
Slc25a24	1
Vav3	1
Rnpc3	1
Slc30a7	1
Vcam1	1
Mfsd14a	1
Slc35a3	1
Frrs1	1
Ptbp2	1
Cnn3	1
Abcd3	1
Arhgap29	1
Gclm	1
Dnttip2	1
Fnbp1l	1
Pde5a	1
Sec24d	1
Snhg8	1
Camk2d	1
Ank2	1
Larp7	1
Tifa	1
Ap1ar	1
Fam241a	1
Enpep	1
Gar1	1
Pla2g12a	1
Casp6	1
Mcub	1
Sec24b	1
Ostc	1
Hadh	1
Papss1	1
Aimp1	1
Tbck	1
Ppa2	1
Tet2	1
Cisd2	1
Nfkb1	1
Bank1	1
Ppp3ca	1
Dnajb14	1
Lamtor3	1
Dapp1	1
Adh5	1
Metap1	1
Eif4e	1
Rap1gds1	1
Pdlim5	1
Gbp5	1
Gbp7	1
Gbp3	1
Gbp2	1
Gtf2b	1
Pkn2	1
Lmo4	1
Hs2st1	1
Ccn1	1
Bcl10	1
2410004B18Rik	1
Ctbs	1
Rpf1	1
Prkacb	1
Adgrl2	1
Ifi44	1
Ifi44l	1
Dnajb4	1
Fubp1	1
Usp33	1
Zzz3	1
Pigk	1
Rabggtb	1
Acadm	1
Zranb2	1
Ankrd13c	1
Srsf11	1
Wls	1
Tgs1	1
Chchd7	1
Gm11808	1
Impad1	1
Nsmaf	1
Car8	1
Chd7	1
Asph	1
Plekhf2	1
Trp53inp1	1
Virma	1
Fam92a	1
Otud6b	1
Ripk2	1
Cpne3	1
Wwp1	1
Ggh	1
Usp45	1
Pnisr	1
Ndufaf4	1
Ufl1	1
Map3k7	1
Casp8ap2	1
Mdn1	1
Lyrm2	1
Ube2j1	1
Rngtt	1
Akirin2	1
Orc3	1
Smim8	1
Zfp292	1
C9orf72	1
Aco1	1
Ddx58	1
Topors	1
Smim27	1
Ndufb6	1
Smu1	1
B4galt1	1
Bag1	1
Chmp5	1
Nfx1	1
Ube2r2	1
Ubap2	1
Dcaf12	1
Ubap1	1
Il11ra1	1
Rpp25l	1
Dctn3	1
Sigmar1	1
Stoml2	1
Fam214b	1
Tesk1	1
Cd72	1
Ccdc107	1
Tpm2	1
Creb3	1
Hint2	1
Reck	1
Glipr2	1
Rnf38	1
Zcchc7	1
Tomm5	1
Exosc3	1
Slc25a51	1
Ncbp1	1
Xpa	1
Nans	1
Coro2a	1
Col15a1	1
Tgfbr1	1
Erp44	1
Tex10	1
Mrpl50	1
